"X__deprecation_message__"	"ip"	"country_code"	"country_name"	"region_code"	"region_name"	"city"	"zip_code"	"time_zone"	"latitude"	"longitude"	"metro_code"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.150.148.133"	"TW"	"Taiwan"	"TPE"	"Taipei City"	"Taipei"	""	"Asia/Taipei"	25.0478	121.5318	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.150.168.151"	"TW"	"Taiwan"	"TPE"	"Taipei City"	"Taipei"	""	"Asia/Taipei"	25.0478	121.5318	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.160.17.213"	"TW"	"Taiwan"	"TPE"	"Taipei City"	"Taipei"	""	"Asia/Taipei"	25.0478	121.5318	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.160.224.233"	"TW"	"Taiwan"	"TPE"	"Taipei City"	"Taipei"	""	"Asia/Taipei"	25.0478	121.5318	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.160.225.208"	"TW"	"Taiwan"	"TPE"	"Taipei City"	"Taipei"	""	"Asia/Taipei"	25.0478	121.5318	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.161.10.55"	"TW"	"Taiwan"	"TAO"	"Taoyuan"	"Taoyuan District"	""	"Asia/Taipei"	24.9896	121.3187	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.161.2.133"	"TW"	"Taiwan"	"TAO"	"Taoyuan"	"Taoyuan District"	""	"Asia/Taipei"	24.9896	121.3187	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.163.135.17"	"TW"	"Taiwan"	"TPE"	"Taipei City"	"Taipei"	""	"Asia/Taipei"	25.0478	121.5318	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.163.143.170"	"TW"	"Taiwan"	"TPE"	"Taipei City"	"Taipei"	""	"Asia/Taipei"	25.0478	121.5318	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.163.156.115"	"TW"	"Taiwan"	"TPE"	"Taipei City"	"Taipei"	""	"Asia/Taipei"	25.0478	121.5318	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.163.71.227"	"TW"	"Taiwan"	"TPE"	"Taipei City"	"Taipei"	""	"Asia/Taipei"	25.0478	121.5318	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.163.97.19"	"TW"	"Taiwan"	"TPE"	"Taipei City"	"Taipei"	""	"Asia/Taipei"	25.0478	121.5318	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.165.124.229"	"TW"	"Taiwan"	"TPE"	"Taipei City"	"Taipei"	""	"Asia/Taipei"	25.0478	121.5318	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.167.16.24"	"TW"	"Taiwan"	"TPE"	"Taipei City"	"Taipei"	""	"Asia/Taipei"	25.0478	121.5318	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.169.129.40"	"TW"	"Taiwan"	"ILA"	"Yilan"	"Luodong"	""	"Asia/Taipei"	24.6773	121.7711	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.169.152.144"	"TW"	"Taiwan"	"ILA"	"Yilan"	"Luodong"	""	"Asia/Taipei"	24.6773	121.7711	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.170.119.180"	"TW"	"Taiwan"	"TXG"	"Taichung City"	"Taichung"	""	"Asia/Taipei"	24.1469	120.6839	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.171.181.206"	"TW"	"Taiwan"	"CYI"	"Chiayi"	"Chiayi City"	""	"Asia/Taipei"	23.4792	120.4489	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.173.120.6"	"TH"	"Thailand"	""	""	""	""	"Asia/Bangkok"	13.75	100.4667	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.173.187.4"	"TH"	"Thailand"	""	""	""	""	"Asia/Bangkok"	13.75	100.4667	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.173.21.12"	"TH"	"Thailand"	""	""	""	""	"Asia/Bangkok"	13.75	100.4667	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.173.58.4"	"TH"	"Thailand"	"86"	"Changwat Chumphon"	"Chumphon"	""	"Asia/Bangkok"	10.5	99.1667	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.180.215.146"	"CN"	"China"	"GS"	"Gansu"	"Lanzhou"	""	"Asia/Shanghai"	36.0564	103.7922	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.183.123.10"	"CN"	"China"	"GS"	"Gansu"	"Lanzhou"	""	"Asia/Shanghai"	36.0564	103.7922	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.184.13.210"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.185.159.137"	"IN"	"India"	""	""	""	""	"Asia/Kolkata"	20	77	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.186.36.50"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.188.18.12"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.193.234.93"	"CN"	"China"	"SH"	"Shanghai"	"Shanghai"	""	"Asia/Shanghai"	31.0456	121.3997	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.193.26.18"	"HK"	"Hong Kong"	"HCW"	"Central and Western District"	"Central"	""	"Asia/Hong_Kong"	22.2833	114.15	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.200.212.96"	"SG"	"Singapore"	"01"	"Central Singapore Community Development Council"	"Singapore"	""	"Asia/Singapore"	1.2931	103.8558	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.200.216.208"	"SG"	"Singapore"	"01"	"Central Singapore Community Development Council"	"Singapore"	""	"Asia/Singapore"	1.2931	103.8558	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.201.203.86"	"SG"	"Singapore"	"01"	"Central Singapore Community Development Council"	"Singapore"	""	"Asia/Singapore"	1.2931	103.8558	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.212.143.43"	"CN"	"China"	"SH"	"Shanghai"	"Shanghai"	""	"Asia/Shanghai"	31.0456	121.3997	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.212.143.47"	"CN"	"China"	"SH"	"Shanghai"	"Shanghai"	""	"Asia/Shanghai"	31.0456	121.3997	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.223.102.130"	"KR"	"Republic of Korea"	"41"	"Gyeonggi-do"	"Ansan-si"	""	"Asia/Seoul"	37.3236	126.8219	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.239.29.110"	"CN"	"China"	"HN"	"Hunan"	"Changsha"	""	"Asia/Shanghai"	28.1792	113.1136	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.239.5.4"	"CN"	"China"	"HN"	"Hunan"	"Changsha"	""	"Asia/Shanghai"	28.1792	113.1136	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.239.7.231"	"CN"	"China"	"HN"	"Hunan"	"Changsha"	""	"Asia/Shanghai"	28.1792	113.1136	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.24.100.11"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.24.105.116"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.24.155.209"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.24.157.66"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.24.182.221"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.24.21.29"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.24.29.223"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.24.43.14"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.24.46.179"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.24.72.96"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.24.75.198"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.24.8.99"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.244.214.102"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.25.105.63"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.25.26.212"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.25.45.161"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.25.45.75"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.25.46.78"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.25.53.125"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.250.112.9"	"CN"	"China"	"HN"	"Hunan"	"Changsha"	""	"Asia/Shanghai"	28.1792	113.1136	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.250.51.138"	"CN"	"China"	"HN"	"Hunan"	"Changsha"	""	"Asia/Shanghai"	28.1792	113.1136	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.254.134.52"	"CN"	"China"	"HN"	"Hunan"	"Changsha"	""	"Asia/Shanghai"	28.1792	113.1136	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.254.158.231"	"CN"	"China"	"HN"	"Hunan"	"Changsha"	""	"Asia/Shanghai"	28.1792	113.1136	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.254.36.163"	"CN"	"China"	"HN"	"Hunan"	"Changsha"	""	"Asia/Shanghai"	28.1792	113.1136	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.255.178.139"	"CN"	"China"	"HN"	"Hunan"	"Changsha"	""	"Asia/Shanghai"	28.1792	113.1136	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.255.23.34"	"CN"	"China"	"HN"	"Hunan"	"Changsha"	""	"Asia/Shanghai"	28.1792	113.1136	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.255.253.83"	"CN"	"China"	"HN"	"Hunan"	"Changsha"	""	"Asia/Shanghai"	28.1792	113.1136	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.255.255.99"	"CN"	"China"	"HN"	"Hunan"	"Changsha"	""	"Asia/Shanghai"	28.1792	113.1136	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.255.63.156"	"CN"	"China"	"HN"	"Hunan"	"Changsha"	""	"Asia/Shanghai"	28.1792	113.1136	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.255.89.138"	"CN"	"China"	"HN"	"Hunan"	"Changsha"	""	"Asia/Shanghai"	28.1792	113.1136	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.26.135.175"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.33.75.186"	"KR"	"Republic of Korea"	"11"	"Seoul"	"Seoul"	""	"Asia/Seoul"	37.5985	126.9783	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.36.193.215"	"KR"	"Republic of Korea"	"11"	"Seoul"	"Seoul"	""	"Asia/Seoul"	37.5985	126.9783	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.36.66.142"	"KR"	"Republic of Korea"	"11"	"Seoul"	"Seoul"	""	"Asia/Seoul"	37.5985	126.9783	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.37.186.221"	"KR"	"Republic of Korea"	"28"	"Incheon"	"Incheon"	""	"Asia/Seoul"	37.4536	126.7317	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.38.73.64"	"KR"	"Republic of Korea"	"31"	"Ulsan"	"Ulsan"	""	"Asia/Seoul"	35.5372	129.3167	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.39.150.10"	"KR"	"Republic of Korea"	"48"	"Gyeongsangnam-do"	"Changwon"	""	"Asia/Seoul"	35.2281	128.6811	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.41.216.148"	"KR"	"Republic of Korea"	"47"	"Gyeongsangbuk-do"	"Sangju"	""	"Asia/Seoul"	36.4153	128.1606	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.41.216.35"	"KR"	"Republic of Korea"	"47"	"Gyeongsangbuk-do"	"Sangju"	""	"Asia/Seoul"	36.4153	128.1606	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.41.26.138"	"KR"	"Republic of Korea"	"28"	"Incheon"	"Incheon"	""	"Asia/Seoul"	37.4536	126.7317	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.43.143.154"	"KR"	"Republic of Korea"	"45"	"Jeollabuk-do"	"Iksan"	""	"Asia/Seoul"	35.9439	126.9544	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.45.190.133"	"KR"	"Republic of Korea"	"27"	"Daegu"	"Daegu"	""	"Asia/Seoul"	35.8703	128.5911	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.50.170.176"	"KR"	"Republic of Korea"	""	""	""	""	"Asia/Seoul"	37.5112	126.9741	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.68.134.169"	"VN"	"Vietnam"	"57"	"Tinh Binh Duong"	"Di An"	""	"Asia/Ho_Chi_Minh"	10.9069	106.7589	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.68.134.229"	"VN"	"Vietnam"	"57"	"Tinh Binh Duong"	"Di An"	""	"Asia/Ho_Chi_Minh"	10.9069	106.7589	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.68.168.165"	"VN"	"Vietnam"	"SG"	"Ho Chi Minh City"	"Ho Chi Minh City"	""	"Asia/Ho_Chi_Minh"	10.8142	106.6438	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.68.169.82"	"VN"	"Vietnam"	"SG"	"Ho Chi Minh City"	"Ho Chi Minh City"	""	"Asia/Ho_Chi_Minh"	10.8142	106.6438	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.69.170.173"	"VN"	"Vietnam"	"SG"	"Ho Chi Minh City"	"Ho Chi Minh City"	""	"Asia/Ho_Chi_Minh"	10.8142	106.6438	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.69.172.143"	"VN"	"Vietnam"	"SG"	"Ho Chi Minh City"	"Ho Chi Minh City"	""	"Asia/Ho_Chi_Minh"	10.8142	106.6438	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.69.35.126"	"VN"	"Vietnam"	"SG"	"Ho Chi Minh City"	"Ho Chi Minh City"	""	"Asia/Ho_Chi_Minh"	10.8142	106.6438	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.69.53.247"	"VN"	"Vietnam"	"SG"	"Ho Chi Minh City"	"Ho Chi Minh City"	""	"Asia/Ho_Chi_Minh"	10.8142	106.6438	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.69.8.203"	"VN"	"Vietnam"	"DN"	"Thanh Pho GJa Nang"	"Da Nang"	""	"Asia/Ho_Chi_Minh"	16.0678	108.2208	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.69.9.250"	"VN"	"Vietnam"	"DN"	"Thanh Pho GJa Nang"	"Da Nang"	""	"Asia/Ho_Chi_Minh"	16.0678	108.2208	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.69.9.79"	"VN"	"Vietnam"	"DN"	"Thanh Pho GJa Nang"	"Da Nang"	""	"Asia/Ho_Chi_Minh"	16.0678	108.2208	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.70.124.42"	"VN"	"Vietnam"	"HN"	"Thanh Pho Ha Noi"	"Hanoi"	""	"Asia/Ho_Chi_Minh"	21.0333	105.85	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.70.148.126"	"VN"	"Vietnam"	"HN"	"Thanh Pho Ha Noi"	"Hanoi"	""	"Asia/Ho_Chi_Minh"	21.0333	105.85	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.70.190.124"	"VN"	"Vietnam"	"HN"	"Thanh Pho Ha Noi"	"Hanoi"	""	"Asia/Ho_Chi_Minh"	21.0333	105.85	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.71.119.152"	"VN"	"Vietnam"	"HN"	"Thanh Pho Ha Noi"	"Hanoi"	""	"Asia/Ho_Chi_Minh"	21.0333	105.85	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.73.171.95"	"CN"	"China"	"SX"	"Shanxi"	"Yingxian"	""	"Asia/Shanghai"	39.5591	113.1855	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.77.30.187"	"CN"	"China"	"SX"	"Shanxi"	"Taiyuan"	""	"Asia/Shanghai"	37.7269	112.4708	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.85.194.26"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.89.153.88"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.89.164.63"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.89.164.89"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.89.17.44"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.89.17.89"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.89.178.26"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.89.228.41"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.96.202.173"	"ID"	"Indonesia"	"JB"	"West Java"	"Bandung"	""	"Asia/Jakarta"	-6.9039	107.6186	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.97.167.126"	"ID"	"Indonesia"	""	""	""	""	""	-6.175	106.8286	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.98.27.86"	"ID"	"Indonesia"	""	""	""	""	""	-6.175	106.8286	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"118.99.78.17"	"ID"	"Indonesia"	"JK"	"Jakarta"	"Jakarta"	""	"Asia/Jakarta"	-6.1744	106.8294	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.1.109.101"	"CN"	"China"	"LN"	"Liaoning"	"Guizhoumanzuxiang"	""	"Asia/Shanghai"	40.1	121.9833	0
