"X__deprecation_message__"	"ip"	"country_code"	"country_name"	"region_code"	"region_name"	"city"	"zip_code"	"time_zone"	"latitude"	"longitude"	"metro_code"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"113.80.97.159"	"CN"	"China"	"GD"	"Guangdong"	"Dongguan"	""	"Asia/Shanghai"	23.0333	113.7167	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"113.85.28.44"	"CN"	"China"	"GD"	"Guangdong"	"Guangzhou"	""	"Asia/Shanghai"	23.1167	113.25	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"113.88.169.109"	"CN"	"China"	"GD"	"Guangdong"	"Shenzhen"	""	"Asia/Shanghai"	22.5333	114.1333	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"113.88.96.211"	"CN"	"China"	"GD"	"Guangdong"	"Guangzhou"	""	"Asia/Shanghai"	23.1167	113.25	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"113.95.165.139"	"CN"	"China"	"GD"	"Guangdong"	"Guangzhou"	""	"Asia/Shanghai"	23.1167	113.25	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"113.99.224.156"	"CN"	"China"	"GD"	"Guangdong"	"Guangzhou"	""	"Asia/Shanghai"	23.1167	113.25	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.103.44.155"	"CN"	"China"	"AH"	"Anhui"	"Hefei"	""	"Asia/Shanghai"	31.8639	117.2808	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.103.67.124"	"CN"	"China"	"AH"	"Anhui"	"Hefei"	""	"Asia/Shanghai"	31.8639	117.2808	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.104.134.205"	"CN"	"China"	"AH"	"Anhui"	"Hefei"	""	"Asia/Shanghai"	31.8639	117.2808	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.104.210.149"	"CN"	"China"	"AH"	"Anhui"	"Hefei"	""	"Asia/Shanghai"	31.8639	117.2808	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.104.226.129"	"CN"	"China"	"AH"	"Anhui"	"Hefei"	""	"Asia/Shanghai"	31.8639	117.2808	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.106.135.13"	"CN"	"China"	"AH"	"Anhui"	"Hefei"	""	"Asia/Shanghai"	31.8639	117.2808	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.106.135.167"	"CN"	"China"	"AH"	"Anhui"	"Hefei"	""	"Asia/Shanghai"	31.8639	117.2808	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.106.151.178"	"CN"	"China"	"AH"	"Anhui"	"Hefei"	""	"Asia/Shanghai"	31.8639	117.2808	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.106.151.224"	"CN"	"China"	"AH"	"Anhui"	"Hefei"	""	"Asia/Shanghai"	31.8639	117.2808	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.110.23.210"	"ID"	"Indonesia"	"JB"	"West Java"	"Bandung"	""	"Asia/Jakarta"	-6.9039	107.6186	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.124.196.119"	"ID"	"Indonesia"	"JK"	"Jakarta"	"Jakarta"	""	"Asia/Jakarta"	-6.1744	106.8294	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.124.246.40"	"ID"	"Indonesia"	"BT"	"Banten"	"Tangerang"	""	"Asia/Jakarta"	-6.1781	106.63	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.125.1.253"	"ID"	"Indonesia"	"JI"	"East Java"	"Karang"	""	"Asia/Jakarta"	-7.5614	111.4513	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.125.103.83"	"ID"	"Indonesia"	"JI"	"East Java"	"Surabaya"	""	"Asia/Jakarta"	-7.2492	112.7508	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.129.18.178"	"ID"	"Indonesia"	"JK"	"Jakarta"	"Jakarta"	""	"Asia/Jakarta"	-6.1744	106.8294	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.130.4.16"	"BD"	"Bangladesh"	"C"	"Dhaka Division"	"Dhaka"	"1217"	"Asia/Dhaka"	23.726	90.4251	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.139.145.109"	"CN"	"China"	"GZ"	"Guizhou"	"Guiyang"	""	"Asia/Shanghai"	26.5833	106.7167	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.139.170.202"	"CN"	"China"	"LN"	"Liaoning"	"Guizhoumanzuxiang"	""	"Asia/Shanghai"	40.1	121.9833	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.142.169.26"	"ID"	"Indonesia"	"JT"	"Central Java"	"Semarang"	""	"Asia/Jakarta"	-6.9932	110.4203	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.143.106.188"	"IN"	"India"	""	""	""	""	"Asia/Kolkata"	20	77	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.199.112.138"	"ID"	"Indonesia"	"JK"	"Jakarta"	"Jakarta"	""	"Asia/Jakarta"	-6.1744	106.8294	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.199.125.10"	"ID"	"Indonesia"	"JK"	"Jakarta"	"Jakarta"	""	"Asia/Jakarta"	-6.1744	106.8294	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.200.4.207"	"KR"	"Republic of Korea"	"11"	"Seoul"	"Seoul"	""	"Asia/Seoul"	37.5985	126.9783	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.202.2.47"	"KR"	"Republic of Korea"	"41"	"Gyeonggi-do"	"Uijeongbu-si"	""	"Asia/Seoul"	37.7415	127.0474	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.207.113.80"	"KR"	"Republic of Korea"	""	""	""	""	"Asia/Seoul"	37.5112	126.9741	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.215.164.201"	"CN"	"China"	"ZJ"	"Zhejiang"	"Hangzhou"	""	"Asia/Shanghai"	30.2936	120.1614	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.217.206.99"	"CN"	"China"	"JS"	"Jiangsu"	"Nanjing"	""	"Asia/Shanghai"	32.0617	118.7778	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.218.28.149"	"CN"	"China"	"JS"	"Jiangsu"	"Suzhou"	""	"Asia/Shanghai"	31.3041	120.5954	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.218.77.118"	"CN"	"China"	"JS"	"Jiangsu"	"Nanjing"	""	"Asia/Shanghai"	32.0617	118.7778	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.219.103.14"	"CN"	"China"	"JS"	"Jiangsu"	"Suzhou"	""	"Asia/Shanghai"	31.3041	120.5954	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.221.206.61"	"CN"	"China"	"JS"	"Jiangsu"	"Nanjing"	""	"Asia/Shanghai"	32.0617	118.7778	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.222.128.243"	"CN"	"China"	"JS"	"Jiangsu"	"Nanjing"	""	"Asia/Shanghai"	32.0617	118.7778	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.222.128.52"	"CN"	"China"	"JS"	"Jiangsu"	"Nanjing"	""	"Asia/Shanghai"	32.0617	118.7778	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.222.129.158"	"CN"	"China"	"JS"	"Jiangsu"	"Nanjing"	""	"Asia/Shanghai"	32.0617	118.7778	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.222.129.223"	"CN"	"China"	"JS"	"Jiangsu"	"Nanjing"	""	"Asia/Shanghai"	32.0617	118.7778	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.222.129.248"	"CN"	"China"	"JS"	"Jiangsu"	"Nanjing"	""	"Asia/Shanghai"	32.0617	118.7778	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.222.129.80"	"CN"	"China"	"JS"	"Jiangsu"	"Nanjing"	""	"Asia/Shanghai"	32.0617	118.7778	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.222.129.89"	"CN"	"China"	"JS"	"Jiangsu"	"Nanjing"	""	"Asia/Shanghai"	32.0617	118.7778	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.222.130.53"	"CN"	"China"	"JS"	"Jiangsu"	"Nanjing"	""	"Asia/Shanghai"	32.0617	118.7778	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.222.131.151"	"CN"	"China"	"JS"	"Jiangsu"	"Nanjing"	""	"Asia/Shanghai"	32.0617	118.7778	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.222.131.154"	"CN"	"China"	"JS"	"Jiangsu"	"Nanjing"	""	"Asia/Shanghai"	32.0617	118.7778	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.222.131.212"	"CN"	"China"	"JS"	"Jiangsu"	"Nanjing"	""	"Asia/Shanghai"	32.0617	118.7778	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.222.131.219"	"CN"	"China"	"JS"	"Jiangsu"	"Nanjing"	""	"Asia/Shanghai"	32.0617	118.7778	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.222.177.194"	"CN"	"China"	"JS"	"Jiangsu"	"Nanjing"	""	"Asia/Shanghai"	32.0617	118.7778	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.223.194.85"	"CN"	"China"	"JS"	"Jiangsu"	"Wuxi"	""	"Asia/Shanghai"	31.5689	120.2886	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.223.218.110"	"CN"	"China"	"JS"	"Jiangsu"	"Yicheng"	""	"Asia/Shanghai"	31.3705	119.8703	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.223.218.137"	"CN"	"China"	"JS"	"Jiangsu"	"Yicheng"	""	"Asia/Shanghai"	31.3705	119.8703	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.223.218.147"	"CN"	"China"	"JS"	"Jiangsu"	"Yicheng"	""	"Asia/Shanghai"	31.3705	119.8703	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.223.218.155"	"CN"	"China"	"JS"	"Jiangsu"	"Yicheng"	""	"Asia/Shanghai"	31.3705	119.8703	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.223.218.170"	"CN"	"China"	"JS"	"Jiangsu"	"Yicheng"	""	"Asia/Shanghai"	31.3705	119.8703	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.223.218.176"	"CN"	"China"	"JS"	"Jiangsu"	"Yicheng"	""	"Asia/Shanghai"	31.3705	119.8703	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.223.218.181"	"CN"	"China"	"JS"	"Jiangsu"	"Yicheng"	""	"Asia/Shanghai"	31.3705	119.8703	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.223.218.220"	"CN"	"China"	"JS"	"Jiangsu"	"Yicheng"	""	"Asia/Shanghai"	31.3705	119.8703	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.223.218.224"	"CN"	"China"	"JS"	"Jiangsu"	"Yicheng"	""	"Asia/Shanghai"	31.3705	119.8703	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.223.218.23"	"CN"	"China"	"JS"	"Jiangsu"	"Yicheng"	""	"Asia/Shanghai"	31.3705	119.8703	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.223.218.235"	"CN"	"China"	"JS"	"Jiangsu"	"Yicheng"	""	"Asia/Shanghai"	31.3705	119.8703	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.223.218.242"	"CN"	"China"	"JS"	"Jiangsu"	"Yicheng"	""	"Asia/Shanghai"	31.3705	119.8703	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.223.218.243"	"CN"	"China"	"JS"	"Jiangsu"	"Yicheng"	""	"Asia/Shanghai"	31.3705	119.8703	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.223.218.47"	"CN"	"China"	"JS"	"Jiangsu"	"Yicheng"	""	"Asia/Shanghai"	31.3705	119.8703	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.223.218.54"	"CN"	"China"	"JS"	"Jiangsu"	"Yicheng"	""	"Asia/Shanghai"	31.3705	119.8703	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.223.218.6"	"CN"	"China"	"JS"	"Jiangsu"	"Yicheng"	""	"Asia/Shanghai"	31.3705	119.8703	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.223.240.210"	"CN"	"China"	"JS"	"Jiangsu"	"Jiangyin"	""	"Asia/Shanghai"	31.9051	120.2685	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.223.60.100"	"CN"	"China"	"JS"	"Jiangsu"	"Wuxi"	""	"Asia/Shanghai"	31.5689	120.2886	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.223.60.113"	"CN"	"China"	"JS"	"Jiangsu"	"Wuxi"	""	"Asia/Shanghai"	31.5689	120.2886	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"114.223.60.133"	"CN"	"China"	"JS"	"Jiangsu"	"Wuxi"	""	"Asia/Shanghai"	31.5689	120.2886	0
