Firstseen (UTC)	Version	Feodo C&C	Status	SBL	ASN	Country	Lastseen (UTC)\
2017-10-11 08:31:59	E	212.83.146.230	offline	Not listed	AS12876 AS12876,	- FR	2017-11-06 15:52:02\
2017-10-11 06:43:29	E	103.6.212.221	offline	Not listed	AS24466 HDNETNZ	- NZ	never\
2017-10-10 19:21:07	E	136.243.202.133	offline	Not listed	AS24940 HETZNER-AS,	- DE	never\
2017-10-10 07:48:21	E	198.1.78.129	offline	Not listed	AS46606 UNIFIEDLAYER-AS-1	- US	2017-10-22 15:40:53\
2017-10-08 22:35:57	D	31.220.54.31	offline	Not listed	AS47583 HOSTINGER-AS,	- US	never\
2017-10-07 07:17:16	D	185.117.73.13	offline	Not listed	AS60117 HS,		never\
2017-10-07 07:17:16	D	104.140.247.125	offline	SBL374988	AS62904 EONIX-COMMUNICATIONS-ASBLOCK-62904		never\
2017-10-06 15:05:18	D	185.5.99.161	offline	Not listed	AS198414 BIZNESHOST-AS,	- PL	never\
2017-10-06 09:05:12	D	176.28.15.138	offline	Not listed	AS20773 HOSTEUROPE-AS,	- DE	never\
2017-10-06 08:35:57	D	37.97.150.142	offline	Not listed	AS20857 TRANSIP-AS	- RO	never\
2017-10-05 23:39:53	E	178.254.33.12	offline	Not listed	AS42730 EVANZOAS,	- DE	2017-10-17 23:43:06\
2017-10-05 23:39:53	E	94.199.242.92	offline	Not listed	AS20773 HOSTEUROPE-AS,	- DE	2017-11-30 13:41:50\
2017-10-05 13:16:20	D	107.170.101.158	offline	SBL374677	AS14061 DIGITALOCEAN-ASN	- US	never\
2017-10-05 11:35:44	E	147.135.209.118	offline	Not listed	AS16276 OVH,	- US	2017-10-31 21:06:59\
2017-10-04 11:22:59	E	66.234.234.36	offline	SBL374520	AS6459 TRANSBEAM	- US	2017-10-17 23:43:06\
2017-10-03 18:44:17	E	74.208.155.175	offline	Not listed	AS8560 ONEANDONE-AS	- US	2017-10-17 23:43:06\
2017-10-03 07:39:36	E	62.210.86.114	offline	Not listed	AS12876 AS12876,	- FR	2017-10-05 20:59:47\
2017-10-02 13:36:00	D	80.79.23.144	offline	Not listed	AS24971 MASTER-AS	- CZ	never\
2017-10-02 07:52:53	E	162.243.154.25	offline	Not listed	AS14061 DIGITALOCEAN-ASN	- US	2017-10-17 23:43:06\
2017-10-02 02:23:07	D	87.106.219.40	offline	SBL374119	AS8560 ONEANDONE-AS	- DE	2017-10-05 13:16:20\
2017-09-30 21:38:39	E	51.255.58.18	offline	Not listed	AS16276 OVH,	- GB	2017-10-30 20:32:44\
2017-09-30 19:42:35	E	74.50.52.130	offline	Not listed	AS36024 COLO4-CO	- US	2017-10-23 17:02:38\
2017-09-28 21:11:28	D	173.203.123.102	offline	SBL373677	AS19994 RACKSPACE	- US	2017-10-02 02:23:07\
2017-09-28 19:05:05	D	136.243.199.12	offline	Not listed	AS24940 HETZNER-AS,	- DE	never\
2017-09-28 14:05:43	E	5.45.108.249	offline	Not listed	AS197540 NETCUP-AS	- DE	2017-10-29 15:44:02\
2017-09-26 06:29:03	D	92.207.100.244	offline	SBL373409	AS31655 ASN-GAMMATELECOM,	- DE	never\
2017-09-26 06:29:03	D	104.131.89.74	offline	SBL378480	AS14061 DIGITALOCEAN-ASN		2017-10-30 01:28:47\
2017-09-25 21:41:00	E	5.9.167.178	offline	Not listed	AS24940 HETZNER-AS,	- DE	2017-09-28 08:01:54\
2017-09-25 20:14:54	E	108.59.253.38	offline	SBL372947	AS22905 SOFTCOMUS	- US	2017-10-20 13:50:52\
2017-09-24 22:08:59	D	162.243.137.50	offline	SBL373679	AS14061 DIGITALOCEAN-ASN	- US	2017-11-13 19:22:17\
2017-09-22 07:26:13	E	5.196.192.222	offline	Not listed	AS16276 OVH,	- DE	2017-10-11 13:50:02\
2017-09-22 07:26:13	E	88.99.7.251	offline	Not listed	AS24940 HETZNER-AS,	- GB	2017-10-03 17:27:51\
2017-09-21 14:10:14	E	185.194.141.172	offline	SBL372345	AS197540 NETCUP-AS		2017-10-20 03:20:39\
2017-09-21 10:22:40	E	85.25.210.172	offline	Not listed	AS8972 PLUSSERVER-AS,	- DE	2017-10-20 03:20:39\
2017-09-21 07:57:26	E	193.46.83.9	offline	SBL376199	AS43463 BST-AS,	- LT	2017-10-20 03:20:39\
2017-09-21 02:18:34	E	74.50.61.177	offline	Not listed	AS36024 COLO4-CO	- US	2017-10-20 03:20:39\
2017-09-20 22:26:52	E	194.71.108.227	offline	Not listed	AS56563 WBERGNET,	- SE	2017-09-21 20:38:17\
2017-09-20 18:47:40	D	193.218.145.101	offline	SBL372946	AS197252 COLOBRIDGE-AS,	- DE	2017-10-02 02:23:07\
2017-09-20 17:37:33	E	208.89.211.162	offline	Not listed	AS23033 WOW	- US	2017-09-25 18:26:53\
2017-09-20 10:15:06	D	137.74.0.174	offline	Not listed	AS16276 OVH,	- CA	never\
2017-09-20 09:33:52	E	192.95.11.45	offline	Not listed	AS16276 OVH,	- CA	2017-09-21 06:45:35\
2017-09-20 09:10:54	D	62.113.211.102	offline	Not listed	AS47447 TTM,	- DE	never\
2017-09-20 06:40:56	D	5.196.224.221	offline	Not listed	AS16276 OVH,	- DE	never\
2017-09-20 04:10:55	D	65.49.60.175	offline	Not listed	AS63949 LINODE-AP	- US	never\
2017-09-18 12:02:38	E	23.254.97.211	offline	Not listed	AS36352 AS-COLOCROSSING	- US	2017-09-22 10:04:56\
2017-09-18 10:35:12	D	178.62.105.26	offline	Not listed	AS14061 DIGITALOCEAN-ASN	- GB	never\
2017-09-18 10:35:05	D	139.59.40.222	offline	Not listed	AS14061 DIGITALOCEAN-ASN	- AU	never\
2017-09-13 06:07:23	D	74.208.167.95	offline	SBL371199	AS8560 ONEANDONE-AS	- US	never\
2017-09-13 06:07:23	D	87.106.15.52	offline	SBL371198	AS8560 ONEANDONE-AS	- DE	never\
2017-09-13 06:07:23	D	185.174.101.26	offline	Not listed	AS8100 ASN-QUADRANET-GLOBAL		2017-09-13 11:55:42\
2017-09-07 15:05:50	D	209.20.82.12	offline	Not listed	AS19994 RACKSPACE	- US	never\
2017-09-07 10:57:59	E	103.16.131.20	offline	SBL370352	AS133159 MAMMOTHMEDIA-AS-AP	- AU	2017-09-17 05:20:51\
2017-09-07 04:27:48	E	46.101.8.170	offline	Not listed	AS14061 DIGITALOCEAN-ASN	- RU	2017-10-31 05:32:55\
2017-09-07 03:05:55	D	87.106.29.219	offline	Not listed	AS8560 ONEANDONE-AS	- DE	never\
2017-09-05 19:53:19	D	185.203.118.198	offline	Not listed	AS44901 BELCLOUD,		never\
2017-09-05 18:35:56	D	46.105.102.117	offline	Not listed	AS16276 OVH,	- FR	never\
2017-09-05 10:25:13	D	178.62.35.161	offline	SBL369743	AS14061 DIGITALOCEAN-ASN	- GB	never\
2017-09-04 18:35:17	D	188.165.232.165	offline	SBL369592	AS16276 OVH,	- FR	never\
2017-09-04 02:28:58	E	45.33.55.157	offline	Not listed	AS63949 LINODE-AP		2017-09-09 00:41:40\
2017-08-31 19:05:19	D	178.63.156.137	offline	Not listed	AS24940 HETZNER-AS,	- DE	never\
2017-08-29 15:49:43	E	5.189.134.30	offline	Not listed	AS51167 CONTABO	- DE	2017-08-31 02:05:55\
2017-08-25 09:24:34	E	173.212.227.54	offline	Not listed	AS51167 CONTABO	- US	2017-12-13 07:02:20\
2017-08-25 04:57:10	D	31.31.77.229	offline	SBL369999	AS197019 WEDOS,	- CZ	2017-09-05 19:53:19\
2017-08-24 06:37:31	E	62.39.95.185	offline	SBL366977	AS15557 LDCOMNET,	- FR	never\
2017-08-23 05:35:23	D	85.214.61.62	offline	Not listed	AS6724 STRATO	- DE	never\
2017-08-17 21:30:00	E	162.243.159.58	offline	Not listed	AS14061 DIGITALOCEAN-ASN	- US	2017-09-27 21:21:42\
2017-08-16 09:35:24	D	66.221.1.104	offline	SBL364789	AS54489 CORESPACE-DAL	- US	never\
2017-08-14 09:03:52	E	77.244.245.37	offline	Not listed	AS47692 NESSUS,	- AT	2017-08-29 22:12:49\
2017-08-14 07:35:16	D	188.138.25.250	offline	Not listed	AS8972 GD-EMEA-DC-SXB1,	- FR	never\
2017-08-13 08:31:26	D	68.168.210.95	offline	Not listed	AS52000 MIRHOSTING,	- US	never\
2017-08-13 08:30:47	D	185.18.76.146	offline	Not listed	AS49282 FICOLO,	- FI	never\
2017-08-13 08:30:10	D	168.144.48.24	offline	SBL353208	AS14166 SOFTCOMCA	- CA	never\
2017-08-13 08:30:05	D	104.238.119.132	offline	SBL364182	AS26496 AS-26496-GO-DADDY-COM-LLC		never\
2017-08-10 21:29:06	E	77.73.1.167	offline	Not listed	AS50957 MEMSET,	- GB	never\
2017-08-08 10:36:18	D	45.32.204.253	offline	SBL361790	AS20473 AS-CHOOPA		never\
2017-08-07 06:41:41	D	91.235.129.193	offline	Not listed	AS21100 ITLDC-NL,	- UA	never\
2017-08-05 20:42:56	E	184.107.147.18	offline	Not listed	AS32613 IWEB-AS	- CA	2017-08-07 10:20:26\
2017-08-04 04:38:58	D	185.74.254.22	offline	SBL360502	AS59939 WIBO-AS,		never\
2017-08-02 06:28:42	D	178.254.36.12	offline	SBL359143	AS42730 EVANZOAS,	- DE	never\
2017-08-02 01:55:31	E	164.132.50.32	offline	Not listed	AS16276 OVH,	- IT	2017-10-11 14:25:32\
2017-08-02 00:58:18	E	74.50.50.160	offline	Not listed	AS36024 COLO4-CO	- US	2017-08-02 12:19:28\
2017-07-29 12:16:22	D	80.188.120.11	offline	SBL378481	AS5610 O2-CZECH-REPUBLIC,	- CZ	2017-11-19 18:21:15\
2017-07-29 01:43:41	D	209.200.27.76	offline	SBL373410	AS27257 WEBAIR-INTERNET	- US	2017-09-26 06:29:03\
2017-07-29 01:43:41	D	205.185.117.108	offline	SBL373411	AS53667 PONYNET	- US	2017-09-26 06:29:03\
2017-07-28 14:26:05	E	192.81.212.79	offline	Not listed	AS14061 DIGITALOCEAN-ASN	- US	2017-09-06 14:51:51\
2017-07-28 11:41:22	D	91.224.38.138	offline	SBL358577	AS43758 DOMENY-PL-AS,	- PL	never\
2017-07-28 09:17:43	D	209.222.30.72	offline	Not listed	AS20473 AS-CHOOPA	- ES	never\
2017-07-28 02:29:23	E	173.230.145.224	offline	Not listed	AS63949 LINODE-AP	- US	2018-03-13 03:33:58\
2017-07-27 09:16:00	D	159.203.49.93	offline	SBL358356	AS14061 DIGITALOCEAN-ASN	- US	never\
2017-07-26 10:26:34	D	104.36.84.105	offline	SBL357952	AS20150 AS20150		never\
2017-07-26 10:20:29	E	158.58.172.230	offline	Not listed	AS49367 ASSEFLOW	- IT	2017-08-13 07:25:01\
2017-07-26 06:50:59	D	87.106.164.37	offline	SBL357865	AS8560 ONEANDONE-AS	- DE	never\
2017-07-25 16:20:49	D	185.82.202.119	offline	Not listed	AS60117 HS,		never\
2017-07-23 18:57:03	D	198.199.65.111	offline	SBL357214	AS14061 DIGITALOCEAN-ASN	- US	never\
2017-07-23 18:57:01	D	188.166.50.131	offline	Not listed	AS14061 DIGITALOCEAN-ASN	- RU	never\
2017-07-22 22:34:50	E	192.241.222.53	offline	Not listed	AS14061 DIGITALOCEAN-ASN	- US	2017-08-13 07:25:01\
2017-07-22 09:02:15	E	178.79.132.214	offline	Not listed	AS63949 LINODE-AP	- GB	2017-07-25 20:15:42\
2017-07-21 08:46:33	E	178.62.175.211	offline	Not listed	AS14061 DIGITALOCEAN-ASN	- NL	2017-07-22 06:15:46\
2017-07-20 17:46:13	E	74.208.17.10	offline	Not listed	AS8560 ONEANDONE-AS	- US	2017-07-28 13:01:24\
2017-07-18 19:25:24	E	96.126.126.158	offline	Not listed	AS63949 LINODE-AP	- US	2017-07-18 20:27:22\
2017-07-18 15:41:46	D	162.211.230.188	offline	SBL355715	AS25820 IT7NET	- DE	never\
2017-07-18 15:13:31	D	185.16.41.95	offline	SBL339432	AS199456 VLDTECH-ASN,	- GB	never\
2017-07-18 15:13:29	D	146.185.188.251	offline	SBL355706	AS14061 DIGITALOCEAN-ASN	- NL	never\
2017-07-16 16:11:29	D	31.220.56.62	offline	SBL355268	AS47583 HOSTINGER-AS,	- US	never\
2017-07-16 13:12:44	D	62.75.167.190	offline	Not listed	AS8972 GD-EMEA-DC-SXB1,	- DE	never\
2017-07-15 21:31:29	E	66.228.55.240	offline	Not listed	AS63949 LINODE-AP	- US	never\
2017-07-13 10:23:20	D	173.196.157.250	offline	SBL354807	AS20001 ROADRUNNER-WEST	- US	never\
2017-07-12 19:13:41	E	67.210.106.53	offline	SBL354840	AS15244 ADDD2NET-COM-INC-DBA-LUNARPAGES	- US	2017-07-18 19:25:24\
2017-07-12 10:50:50	D	83.243.41.189	offline	Not listed	AS34549 MEER-AS	- DE	never\
2017-07-12 05:40:17	D	185.145.253.132	offline	Not listed	AS203071 VIRTUAL-TRADE-LTD,		never\
2017-07-11 04:48:11	D	185.166.239.50	offline	Not listed	AS41546 KAROLY,		never\
2017-07-10 14:37:22	D	198.167.136.153	offline	SBL354320	AS23033 WOW	- US	never\
2017-07-09 11:56:41	D	129.116.146.161	offline	Not listed	AS18 UTEXAS	- US	never\
2017-07-09 11:56:09	D	71.80.161.31	offline	Not listed	AS20115 CHARTER-NET-HKY-NC	- US	never\
2017-07-07 17:44:43	D	185.180.197.47	offline	Not listed	AS14576 HOSTING-SOLUTIONS		never\
2017-07-07 15:58:24	E	31.31.78.203	offline	Not listed	AS197019 WEDOS,	- CZ	2018-04-11 15:38:00\
2017-07-07 04:45:01	D	98.142.208.27	offline	Not listed	AS46562 TOTAL-SERVER-SOLUTIONS	- US	never\
2017-07-06 14:10:04	D	70.121.166.206	offline	Not listed	AS11427 SCRR-11427	- US	never\
2017-07-06 14:09:33	D	95.45.234.219	offline	Not listed	AS5466 EIRCOM	- IE	never\
2017-07-06 14:09:30	D	142.255.127.220	offline	Not listed	AS12271 SCRR-12271	- US	never\
2017-07-06 14:09:27	D	129.49.104.131	offline	Not listed	AS5719 SUNYSB	- US	never\
2017-07-06 14:09:24	D	147.96.33.52	offline	SBL353740	AS766 REDIRIS	- ES	never\
2017-07-06 14:09:22	D	176.140.202.193	offline	SBL353739	AS5410 ASN-BOUYGTEL-ISP,	- FR	never\
2017-07-06 14:09:17	D	130.241.34.41	offline	Not listed	AS2842 ,	- SE	never\
2017-07-06 14:09:15	D	208.33.154.102	offline	Not listed	AS14905 CENTURYLINK-LEGACY-EMBARQ-CHVL	- US	never\
2017-07-06 14:08:52	D	212.159.47.167	offline	SBL353738	AS6871 PLUSNET	- GB	never\
2017-07-06 14:08:50	D	110.143.32.141	offline	Not listed	AS1221 ASN-TELSTRA	- AU	never\
2017-07-06 14:08:45	D	129.79.133.246	offline	Not listed	AS87 INDIANA-AS	- US	never\
2017-07-06 14:08:42	D	193.251.189.134	offline	SBL353737	AS3215 AS3215,	- FR	never\
2017-07-06 14:08:39	D	8.41.41.130	offline	SBL353736	AS3356 LEVEL3	- US	2016-02-23 12:12:35\
2017-07-06 14:08:37	D	84.121.237.45	offline	SBL353735	AS6739 ONO-AS	- ES	never\
2017-07-06 14:08:34	D	81.134.177.123	offline	Not listed	AS2856 BT-UK-AS	- GB	never\
2017-07-06 13:47:16	D	146.185.135.54	offline	Not listed	AS14061 DIGITALOCEAN-ASN	- NL	never\
2017-07-06 13:47:15	D	45.55.233.121	offline	SBL353733	AS14061 DIGITALOCEAN-ASN		never\
2017-07-06 11:22:20	D	185.74.255.19	offline	Not listed	AS59939 WIBO-AS,		never\
2017-07-06 11:22:18	D	185.117.72.234	offline	Not listed	AS60117 HS,		never\
2017-07-05 15:49:41	D	178.62.32.105	offline	SBL353603	AS14061 DIGITALOCEAN-ASN	- GB	never\
2017-07-04 12:57:09	E	94.23.145.195	offline	Not listed	AS16276 OVH,	- NL	never\
2017-07-04 12:57:07	E	82.223.107.33	offline	Not listed	AS8560 ONEANDONE-AS	- ES	2017-07-22 22:34:50\
2017-07-03 05:35:29	E	216.81.62.54	offline	Not listed	AS21513 EPIKNETWORKS	- CA	2017-09-28 08:01:54\
2017-07-03 05:35:26	E	217.160.178.17	offline	Not listed	AS8560 ONEANDONE-AS	- DE	2017-07-22 06:15:46\
2017-07-03 05:35:24	E	91.121.121.72	offline	Not listed	AS16276 OVH,	- FR	2017-07-12 08:14:53\
2017-07-03 05:35:20	E	50.3.75.246	offline	Not listed	AS49532 SERVERHUB-,	- US	2017-07-20 06:44:02\
2017-07-03 05:35:18	E	50.21.183.63	offline	Not listed	AS8560 ONEANDONE-AS	- US	2017-07-14 10:08:11\
2017-07-03 05:35:16	E	173.243.126.142	offline	Not listed	AS20278 NEXEON	- US	2017-07-12 08:14:53\
2017-07-03 05:35:13	E	142.4.203.183	offline	Not listed	AS16276 OVH,	- CA	never\
2017-07-03 05:35:11	E	72.10.49.171	offline	Not listed	AS31815 MEDIATEMPLE	- US	2017-07-07 13:34:11\
2017-06-26 08:49:06	E	69.43.168.206	offline	Not listed	AS22489 CASTLE-ACCESS	- US	2017-07-24 09:12:11\
2017-06-26 08:49:04	E	188.166.175.18	offline	Not listed	AS14061 DIGITALOCEAN-ASN	- RU	2017-07-18 20:27:22\
2017-06-26 08:49:03	E	192.81.128.131	offline	Not listed	AS63949 LINODE-AP	- US	2017-07-09 09:22:58\
2017-06-26 08:49:01	E	95.110.224.51	offline	Not listed	AS31034 ARUBA-ASN,	- IT	never\
2017-06-26 08:49:00	E	87.106.1.205	offline	Not listed	AS8560 ONEANDONE-AS	- DE	never\
2017-06-26 08:48:58	E	203.150.19.63	offline	SBL352543	AS4618 INET-TH-AS	- TH	2017-07-08 16:41:42\
2017-06-26 08:48:53	E	199.21.113.151	offline	Not listed	AS36352 AS-COLOCROSSING	- US	never\
2017-06-26 08:48:51	E	213.229.76.51	offline	Not listed	AS29550 SIMPLYTRANSIT,	- GB	2017-06-26 22:07:14\
2017-06-26 08:48:50	E	209.126.98.150	offline	Not listed	AS30083 SERVER4YOU	- US	never\
2017-06-26 08:48:48	E	192.210.199.181	offline	Not listed	AS36352 AS-COLOCROSSING	- US	2017-06-26 09:34:18\
2017-06-25 10:22:54	D	128.199.68.231	offline	SBL352479	AS14061 DIGITALOCEAN-ASN	- SG	never\
2017-06-23 19:23:03	D	216.51.232.176	offline	Not listed	AS5056 AUREON-5056	- US	never\
2017-06-23 19:23:02	D	144.76.129.68	offline	SBL352517	AS24940 HETZNER-AS,	- DE	never\
2017-06-23 19:23:00	D	185.63.253.115	offline	SBL351744	AS133229 AS-HOSTPALACE		never\
2017-06-12 10:55:28	E	85.214.51.131	offline	Not listed	AS6724 STRATO	- DE	2017-06-14 10:30:20\
2017-06-09 04:36:39	E	85.88.18.107	offline	SBL350418	AS33984 SURFPLANET-AS,	- DE	2017-06-21 06:09:48\
2017-06-08 16:48:47	E	172.93.50.127	offline	Not listed	AS54540 INCERO		2017-06-09 21:06:16\
2017-06-05 11:12:33	D	46.101.154.177	offline	Not listed	AS14061 DIGITALOCEAN-ASN	- RU	never\
2017-06-05 11:12:32	D	85.214.126.182	offline	Not listed	AS6724 STRATO	- DE	never\
2017-06-05 11:12:30	D	89.110.157.78	offline	SBL349522	AS24989 IXEUROPE-DE-FRANKFURT-ASN	- DE	never\
2017-06-05 11:12:28	D	192.48.88.167	offline	Not listed	AS14613 TOCICI	- US	never\
2017-06-02 11:02:59	D	192.99.108.183	offline	SBL349218	AS16276 OVH,	- CA	2017-03-30 14:08:23\
2017-06-02 11:02:57	D	147.32.5.111	offline	SBL349217	AS2852 CESNET2,	- CZ	2017-06-09 00:53:09\
2017-06-02 11:02:55	D	185.141.25.23	offline	Not listed	AS60117 HS,		2017-06-09 00:53:09\
2017-06-01 08:58:16	E	216.70.87.31	offline	Not listed	AS31815 MEDIATEMPLE	- US	never\
2017-06-01 08:58:09	E	50.116.27.232	offline	Not listed	AS63949 LINODE-AP	- US	2017-06-18 21:49:21\
2017-06-01 08:58:07	E	213.165.78.2	offline	Not listed	AS8560 ONEANDONE-AS	- DE	2017-06-15 16:54:03\
2017-06-01 08:58:06	E	192.241.213.189	offline	Not listed	AS14061 DIGITALOCEAN-ASN	- US	2017-06-23 23:45:54\
2017-06-01 08:58:04	E	192.81.134.159	offline	Not listed	AS63949 LINODE-AP	- US	never\
2017-06-01 08:58:02	E	91.134.133.162	offline	Not listed	AS16276 OVH,	- BG	2017-06-06 16:21:23\
2017-06-01 08:58:01	E	46.54.225.134	offline	SBL351798	AS51615 KATENG-ASN,	- SI	2017-06-23 23:45:54\
2017-06-01 08:57:59	E	104.131.128.208	offline	Not listed	AS14061 DIGITALOCEAN-ASN		never\
2017-06-01 08:57:57	E	23.254.131.133	offline	Not listed	AS54290 HOSTWINDS	- US	2018-02-09 20:07:46\
2017-05-30 20:39:47	E	31.193.131.147	offline	Not listed	AS29550 SIMPLYTRANSIT,	- GB	never\
2017-05-30 20:39:47	E	138.68.134.177	offline	Not listed	AS14061 DIGITALOCEAN-ASN	- US	never\
2017-05-24 12:43:28	E	85.214.27.204	offline	Not listed	AS6724 STRATO	- DE	2017-10-10 09:28:02\
2017-05-23 08:14:24	E	192.99.38.200	offline	Not listed	AS16276 OVH,	- CA	2017-04-18 04:54:37\
2017-05-23 08:14:19	E	87.106.105.76	offline	Not listed	AS8560 ONEANDONE-AS	- GB	2017-04-04 20:45:26\
2017-05-23 08:13:45	E	144.76.79.43	offline	Not listed	AS24940 HETZNER-AS,	- DE	2017-06-14 06:47:40\
2017-05-23 08:13:41	E	188.68.58.8	offline	Not listed	AS197540 NETCUP-AS	- RU	never\
2017-05-23 08:13:27	E	5.39.84.48	offline	Not listed	AS16276 OVH,	- FR	2017-10-11 13:50:02\
2017-05-23 08:13:25	E	172.93.54.93	offline	Not listed	AS54540 INCERO		never\
2017-05-23 08:13:21	E	5.196.73.150	offline	Not listed	AS16276 OVH,	- DE	2017-11-07 12:36:01\
2017-05-23 08:13:20	E	46.249.42.13	offline	Not listed	AS50673 SERVERIUS-AS,	- NL	never\
2017-05-23 08:13:17	E	46.163.78.94	offline	Not listed	AS61157 PLUSSERVER-ASN1,	- DE	2017-05-12 17:54:54\
2017-05-23 08:13:14	E	203.121.145.40	offline	Not listed	AS4765 OSINET-COMMS-AS-AP	- TH	2016-12-13 17:20:12\
2017-05-23 08:13:11	E	88.198.50.221	offline	Not listed	AS24940 HETZNER-AS,	- DE	2017-04-15 12:38:51\
2017-05-18 03:05:44	E	87.106.77.193	offline	Not listed	AS8560 ONEANDONE-AS	- DE	2017-06-07 18:11:14\
2017-05-17 08:54:58	E	45.79.186.178	offline	Not listed	AS63949 LINODE-AP		2017-05-19 06:06:16\
2017-05-12 17:54:54	E	192.241.151.140	offline	Not listed	AS14061 DIGITALOCEAN-ASN	- US	never\
2017-05-10 14:58:03	E	82.165.142.107	offline	Not listed	AS8560 ONEANDONE-AS	- DE	2017-05-14 08:36:40\
2017-05-10 10:50:07	D	83.220.144.107	offline	SBL346108	AS25074 INETBONE-AS,	- DE	2017-08-27 23:25:00\
2017-05-10 10:50:05	D	178.62.7.11	offline	SBL346107	AS14061 DIGITALOCEAN-ASN	- GB	2017-05-19 13:26:16\
2017-05-10 10:50:03	D	204.145.94.118	offline	SBL346106	AS29838 AMC	- US	2017-05-19 13:26:16\
2017-05-10 09:27:11	E	87.106.75.19	offline	Not listed	AS8560 ONEANDONE-AS	- DE	2017-05-17 08:54:58\
2017-05-08 07:00:19	E	151.236.10.111	offline	Not listed	AS57169 EDIS-AS-EU,	- AT	never\
2017-05-07 17:42:53	E	109.74.204.70	offline	Not listed	AS63949 LINODE-AP	- GB	2017-05-09 06:35:04\
2017-05-07 06:53:20	E	95.110.231.207	offline	Not listed	AS31034 ARUBA-ASN,	- IT	never\
2017-05-07 06:53:19	E	192.155.83.86	offline	Not listed	AS63949 LINODE-AP	- US	2017-06-22 15:24:09\
2017-05-07 06:53:17	E	178.79.172.45	offline	Not listed	AS63949 LINODE-AP	- GB	2017-05-18 03:05:44\
2017-05-07 06:53:15	E	62.75.145.252	offline	Not listed	AS8972 PLUSSERVER-AS,	- DE	2017-11-07 06:06:34\
2017-05-07 06:53:13	E	85.25.119.91	offline	Not listed	AS8972 PLUSSERVER-AS,	- DE	never\
2017-05-07 06:53:12	E	109.169.66.107	offline	Not listed	AS20860 IOMART-AS,	- GB	never\
2017-05-07 06:53:10	E	163.172.81.35	offline	Not listed	AS12876 AS12876,	- GB	never\
2017-05-07 06:53:09	E	78.47.82.254	offline	Not listed	AS24940 HETZNER-AS,	- DE	2017-05-19 14:54:35\
2017-05-06 14:07:59	D	94.199.176.13	offline	Not listed	AS43711 SZERVERNET-HU-AS,	- HU	never\
2017-05-06 14:07:57	D	82.165.11.118	offline	SBL351633	AS8560 ONEANDONE-AS	- DE	never\
2017-05-06 14:07:55	D	193.254.246.19	offline	Not listed	AS50095 HAPAY-AS,	- PL	never\
2017-05-06 06:38:39	E	188.166.147.247	offline	Not listed	AS14061 DIGITALOCEAN-ASN	- RU	never\
2017-05-05 12:46:03	D	67.52.61.130	offline	Not listed	AS10796 SCRR-10796	- US	never\
2017-05-05 12:45:59	D	138.59.18.144	offline	Not listed	AS52423 Data	- US	never\
2017-05-05 11:38:38	D	87.120.254.222	offline	Not listed	AS34224 NETERRA-AS,	- BG	never\
2017-05-05 10:42:22	E	14.1.39.1	offline	SBL344418	AS45177 LAYER2CO-AS-AP	- NZ	never\
2017-05-05 09:31:37	E	198.246.47.12	offline	Not listed	AS55053 COLOWAREHOUSEONTARIO	- CA	never\
2017-05-05 09:31:37	E	87.106.189.18	offline	Not listed	AS8560 ONEANDONE-AS	- DE	2017-05-07 09:09:56\
2017-05-05 09:31:37	E	74.50.51.100	offline	Not listed	AS36024 COLO4-CO	- US	never\
2017-05-05 06:37:16	E	87.106.149.74	offline	Not listed	AS8560 ONEANDONE-AS	- DE	2017-04-30 17:58:30\
2017-05-05 06:36:42	D	63.141.250.167	offline	Not listed	AS33387 DATASHACK	- US	never\
2017-05-05 06:36:11	D	198.199.127.223	offline	SBL344306	AS14061 DIGITALOCEAN-ASN	- NL	never\
2017-05-05 06:36:09	D	82.153.121.186	offline	SBL344305	AS12513 ECLIPSE,	- GB	2017-05-05 11:38:38\
2017-05-05 06:36:08	D	202.71.104.226	offline	SBL344304	AS17971 TMVADS-AP	- MY	never\
2017-05-05 06:36:05	D	212.227.254.1	offline	SBL344303	AS8560 ONEANDONE-AS	- DE	never\
2017-05-05 06:36:03	D	198.167.140.38	offline	SBL344302	AS23033 WOW	- US	never\
2017-05-05 06:35:46	D	212.86.109.129	offline	Not listed	AS24875 NOVOSERVE-AS,	- UA	never\
2017-05-05 06:05:07	E	104.236.2.253	offline	Not listed	AS14061 DIGITALOCEAN-ASN		never\
2017-05-05 06:05:04	E	194.88.246.7	offline	SBL347029	AS30781 JAGUAR-AS,	- FR	2017-05-08 00:43:06\
2017-05-05 06:05:03	E	119.82.27.246	offline	SBL342613	AS63997 TSUKAERUNET	- JP	2017-04-30 04:49:04\
2017-05-05 06:05:01	E	85.143.221.180	offline	Not listed	AS201848 TRADERSOFT,	- RU	2017-04-27 20:33:18\
2017-05-05 06:04:53	E	188.165.220.214	offline	Not listed	AS16276 OVH,	- FR	2017-04-27 09:14:14\
2017-05-05 06:04:52	E	137.74.254.64	offline	Not listed	AS16276 OVH,	- CA	never\
2017-05-05 06:04:50	E	104.227.137.34	offline	Not listed	AS55286 SERVER-MANIA		never\
2017-05-05 06:04:49	E	173.224.218.25	offline	Not listed	AS40676 AS40676	- US	2017-05-14 08:10:44\
2017-05-05 06:04:47	E	173.230.136.67	offline	Not listed	AS63949 LINODE-AP	- US	never\
2017-05-05 06:04:16	E	212.83.166.45	offline	Not listed	AS12876 AS12876,	- FR	2017-04-20 23:08:52\
