latitude;longitude
3.863.651.305;-1.214.328.187
3.853.293.723;-1.214.264.051
38.525.334;-1.214.811.363
3.863.766.971;-1.214.581.955
3.857.495.865;-121.418.725
3.853.971.204;-1.214.388.358
3.850.530.823;-1.213.968.674
3.851.975.733;-1.214.394.225
386.017.616;-1.214.258.271
3.847.644.582;-1.215.396.169
3.843.908.972;-1.214.129.032
385.457.523;-1.214.617.849
3.863.914.751;-1.213.779.211
3.852.507.559;-121.427.517
3.847.581.524;-1.214.196.575
3.863.914.751;-1.213.779.211
3.851.549.756;-1.215.284.886
3.859.345.125;-1.214.839.192
385.248.104;-121.483.171
3.861.610.077;-121.445.518
3.863.464.848;-1.214.184.028
3.862.491.505;-121.462.962
384.840.374;-1.214.665.679
3.844.603.928;-1.214.399.204
3.857.495.865;-121.418.725
3.863.387.807;-1.214.191.898
3.859.375.853;-1.214.826.293
3.858.026.647;-1.214.979.339
3.853.366.299;-1.214.739.615
3.856.696.743;-1.214.426.296
385.399.031;-1.214.754.644
3.847.433.721;-1.214.189.709
3.853.513.366;-1.214.743.108
3.861.062.598;-1.214.572.426
3.844.924.455;-1.214.086.541
3.863.491.454;-1.214.150.713
3.855.950.557;-1.215.103.761
3.860.750.643;-1.214.531.229
3.854.976.013;-1.214.107.934
3.860.034.763;-1.214.286.413
3.851.441.882;-1.215.010.951
3.851.441.882;-1.215.010.951
3.858.026.647;-1.214.979.339
3.865.420.479;-1.214.621.144
3.862.249.154;-1.214.918.261
3.857.127.936;-1.214.427.953
3.854.016.571;-121.500.048
3.850.567.194;-1.214.050.591
3.852.488.785;-1.214.717.471
3.854.935.269;-1.214.738.249
3.856.201.402;-1.214.972.545
384.620.837;-1.214.231.427
3.860.459.979;-1.214.233.896
3.852.904.451;-1.214.727.965
3.861.112.011;-1.214.461.937
3.855.646.174;-1.214.689.745
3.856.796.664;-1.214.852.542
3.848.006.405;-1.214.331.072
3.853.366.299;-1.214.739.615
3.857.035.191;-1.214.710.327
3.857.109.651;-1.214.621.919
3.856.473.346;-1.214.831.336
3.857.593.958;-1.214.849.693
3.856.783.954;-1.214.881.721
3.852.488.785;-1.214.717.471
3.863.862.878;-1.213.815.598
3.848.006.405;-1.214.331.072
3.849.035.188;-1.215.502.532
386.017.616;-1.214.258.271
3.855.835.434;-1.214.377.169
3.862.821.864;-1.214.472.475
3.856.226.855;-1.214.705.855
3.862.309.594;-1.214.395.025
3.852.652.786;-1.214.443.436
3.860.534.892;-1.214.372.414
3.860.812.197;-1.215.254.614
3.855.575.132;-121.411.779
3.857.011.311;-1.214.770.995
385.803.421;-1.214.970.134
3.853.381.252;-1.214.136.728
3.847.824.756;-1.214.856.527
3.858.354.799;-1.214.873.108
3.861.872.555;-1.214.884.088
3.853.874.125;-1.214.778.223
3.856.713.032;-1.214.855.226
3.848.151.147;-1.214.684.313
3.848.524.112;-1.214.709.678
3.863.014.101;-1.214.438.475
3.846.977.532;-1.214.348.584
3.861.701.846;-1.214.444.853
3.854.675.579;-1.214.538.401
3.855.465.448;-1.214.605.673
3.851.688.672;-1.214.224.553
3.859.836.815;-1.214.769.484
386.066.633;-1.214.219.976
3.856.824.234;-1.214.805.829
3.851.042.757;-1.215.419.071
3.848.306.838;-1.214.774.573
3.861.601.768;-1.214.971.012
3.857.052.225;-1.214.521.612
3.855.500.397;-1.214.714.437
3.862.821.864;-1.214.472.475
3.855.301.886;-1.214.649.158
3.862.821.864;-1.214.472.475
3.862.821.864;-1.214.472.475
3.851.449.255;-1.215.016.363
3.857.129.439;-1.214.839.465
384.814.126;-121.491.628
3.855.564.283;-1.214.147.524
3.855.728.421;-1.214.119.063
3.860.503.971;-121.533.926
3.851.550.222;-1.215.189.506
3.850.158.391;-1.215.456.364
3.854.836.976;-1.214.787.065
3.847.333.291;-1.214.414.006
3.863.153.005;-1.214.767.715
3.850.736.055;-1.214.034.305
3.847.421.612;-12.142.717
3.855.580.579;-121.410.072
385.351.352;-1.214.656.547
3.849.115.403;-121.500.178
3.857.901.339;-1.214.827.538
38.681.468;-1.215.206.849
3.857.871.645;-1.214.802.163
3.857.873.639;-121.490.882
3.852.477.943;-1.215.081.919
3.852.450.018;-1.215.155.483
3.857.809.363;-1.214.803.293
3.857.982.154;-1.214.713.893
3.854.906.486;-1.214.282.022
3.853.514.629;-1.214.937.694
3.853.959.695;-1.214.276.732
3.857.725.646;-1.215.029.189
3.858.647.665;-1.214.845.539
3.858.000.574;-1.214.583.676
3.858.239.929;-1.214.797.242
3.855.450.173;-1.214.673.106
3.854.304.388;-1.214.557.181
3.844.864.964;-121.431.834
3.851.053.389;-1.214.800.276
3.857.787.671;-1.215.041.214
3.863.067.848;-1.215.035.265
384.948.468;-1.214.912.459
3.861.202.895;-1.214.531.127
3.862.538.799;-1.215.076.029
3.862.444.145;-121.462.682
3.854.679.037;-1.214.606.267
3.851.385.568;-1.215.292.089
3.854.116.369;-121.473.693
3.856.667.405;-1.214.148.963
3.847.995.503;-1.215.108.445
384.875.421;-1.214.549.812
3.862.127.582;-1.214.481.729
3.865.407.136;-1.215.048.798
3.859.102.751;-1.214.835.098
3.856.890.733;-1.214.962.231
3.861.328.803;-1.214.913.982
3.857.834.697;-1.214.750.103
3.861.509.104;-1.214.861.775
3.856.687.886;-1.214.765.951
3.858.121.716;-1.214.818.667
3.856.636.818;-1.214.284.238
3.848.362.651;-1.214.824.978
3.849.793.266;-1.215.076.046
3.853.952.458;-1.214.647.617
385.791.674;-1.214.984.069
385.550.754;-1.214.684.533
3.856.702.195;-1.214.436.889
3.863.115.849;-1.214.747.614
3.861.499.899;-121.423.449
3.862.860.503;-1.214.385.176
3.861.833.093;-1.214.484.897
3.849.488.316;-1.215.276.499
3.848.586.717;-1.214.892.835
3.861.355.775;-1.214.853.206
3.857.818.313;-1.214.800.802
3.851.006.027;-1.215.427.657
3.856.276.169;-1.214.874.147
3.847.990.166;-1.214.512.387
3.854.826.969;-1.214.278.799
3.854.501.602;-1.214.564.199
3.849.536.971;-1.214.902.673
3.853.385.981;-1.214.689.574
3.844.512.092;-121.440.804
3.854.010.468;-1.214.572.509
3.851.270.679;-1.215.302.929
3.857.227.839;-1.214.192.296
3.856.250.667;-1.214.943.622
3.854.675.579;-1.214.538.401
384.538.236;-1.214.426.705
3.858.026.647;-1.214.979.339
3.850.081.583;-1.215.320.589
3.856.330.538;-1.214.949.091
3.854.900.615;-1.213.982.115
3.857.766.475;-1.214.869.857
3.854.032.454;-1.214.514.664
3.864.494.007;-1.214.282.908
3.849.407.763;-1.214.673.944
3.861.266.168;-1.214.261.103
3.844.896.749;-1.214.097.842
3.853.425.638;-1.214.686.118
3.854.675.579;-1.214.538.401
3.854.676.816;-121.455.882
3.855.735.109;-121.471.902
3.857.711.951;-1.214.677.888
3.856.181.365;-1.214.375.953
3.853.789.542;-1.214.808.562
3.854.672.494;-1.214.467.668
3.865.771.652;-1.214.434.361
3.854.963.467;-1.214.652.524
3.862.058.633;-1.214.574.188
3.864.430.882;-1.214.277.987
3.848.123.472;-1.215.076.289
3.855.743.172;-1.214.063.761
3.868.165.784;-1.215.376.811
3.854.915.301;-1.214.096.655
3.859.683.958;-1.214.206.076
3.857.100.991;-1.214.935.219
3.851.898.355;-1.215.006.857
3.855.117.621;-1.214.554.708
385.670.193;-1.214.748.628
3.855.727.813;-1.214.614.322
384.735.965;-1.214.436.724
3.846.030.551;-121.419.539
3.854.435.543;-1.214.757.183
3.849.261.747;-1.215.510.111
3.855.513.128;-1.214.728.661
3.857.991.197;-1.214.966.071
3.850.039.746;-121.480.381
386.369.007;-1.214.174.182
3.854.146.972;-1.214.254.625
3.861.370.233;-121.422.231
385.490.874;-1.213.870.109
385.488.551;-1.214.908.853
3.855.033.897;-1.214.667.332
3.853.958.509;-1.214.286.068
3.859.007.055;-1.214.856.685
3.847.345.298;-1.214.355.908
3.855.117.621;-1.214.554.708
3.852.289.837;-1.214.973.097
3.858.165.678;-1.215.032.275
3.864.317.482;-121.425.595
3.854.524.705;-121.453.002
3.855.187.781;-1.214.687.673
3.852.199.137;-1.214.990.149
3.852.438.889;-1.214.840.933
3.847.998.982;-1.214.828.734
3.862.210.918;-1.214.954.411
3.849.050.038;-1.214.832.865
3.855.385.441;-1.214.704.591
3.855.187.781;-1.214.687.673
3.864.268.168;-1.214.291.563
386.017.616;-1.214.258.271
3.857.642.774;-1.214.848.294
3.862.821.864;-1.214.472.475
3.851.236.009;-1.213.802.909
386.051.444;-1.214.381.004
3.860.034.763;-1.214.286.413
3.850.482.469;-1.214.270.608
3.862.298.046;-1.214.644.292
3.858.358.534;-1.214.920.473
3.855.120.344;-1.214.678.177
3.856.201.402;-1.214.972.545
3.856.048.459;-1.213.893.645
3.855.060.706;-1.214.689.027
386.017.616;-1.214.258.271
3.858.933.294;-1.214.840.539
3.862.302.147;-1.214.199.118
3.859.127.025;-1.214.887.072
3.856.887.003;-1.214.505.999
3.851.301.073;-1.213.911.196
3.852.224.996;-1.214.387.144
3.859.657.483;-1.214.303.406
3.850.707.525;-1.215.190.249
386.017.616;-1.214.258.271
385.527.076;-121.469.478
3.847.426.976;-1.214.983.924
3.861.655.968;-1.214.461.619
3.864.062.392;-1.214.464.861
3.850.713.141;-1.214.243.199
3.849.940.254;-1.214.627.597
3.856.559.378;-1.215.072.531
385.470.745;-1.213.927.171
385.319.862;-1.214.459.336
3.851.993.158;-12.141.256
3.857.991.197;-1.214.966.071
3.861.084.302;-1.214.619.761
385.527.076;-121.469.478
3.856.089.025;-1.215.047.395
3.848.791.288;-1.214.555.792
3.856.150.067;-1.214.817.231
3.861.924.127;-1.214.250.633
3.854.528.535;-121.464.715
3.851.476.184;-1.213.699.458
3.846.872.071;-1.214.519.324
3.863.862.878;-1.213.815.598
3.854.120.381;-1.214.918.839
38.579.198;-1.214.847.429
3.858.203.886;-1.215.046.032
3.849.356.691;-1.214.597.045
385.820.634;-1.214.832.039
386.120.344;-1.214.438.767
3.855.612.335;-1.214.724.356
3.859.753.852;-1.214.264.174
385.732.988;-1.214.135.687
385.701.967;-1.214.865.708
3.860.558.911;-1.214.257.578
3.861.684.415;-1.214.569.468
3.855.408.112;-1.213.935.632
3.858.105.799;-1.214.812.732
3.866.842.409;-1.215.093.439
3.863.991.928;-1.214.137.628
3.848.306.838;-1.214.774.573
3.853.064.464;-1.214.672.369
3.858.506.592;-1.214.884.229
3.858.052.209;-1.214.986.248
3.855.727.813;-1.214.614.322
3.856.602.524;-1.214.996.535
3.856.990.044;-1.214.263.983
3.858.245.363;-1.215.052.755
3.849.502.927;-1.214.847.037
3.845.718.227;-1.214.133.413
3.864.394.428;-1.214.477.453
3.861.330.451;-1.215.283.878
3.860.027.317;-1.214.252.477
3.853.368.123;-1.214.386.909
3.854.016.571;-121.500.048
385.674.553;-1.214.913.297
3.848.255.011;-1.215.187.359
3.859.664.183;-121.423.349
3.864.724.615;-1.214.270.748
3.848.024.572;-1.214.309.608
3.852.568.868;-1.214.405.784
3.854.058.014;-1.214.526.742
3.858.054.256;-1.215.052.992
384.706.931;-1.214.271.773
3.847.427.504;-1.214.465.943
3.863.862.878;-1.213.815.598
3.854.990.015;-1.214.662.539
3.847.581.524;-1.214.196.575
384.748.515;-1.214.196.758
3.861.713.742;-1.214.591.775
3.860.297.489;-1.214.494.903
3.862.149.994;-1.214.873.914
3.866.336.311;-121.499.019
3.856.758.379;-1.214.064.316
384.748.515;-1.214.196.758
3.854.116.339;-1.214.676.269
3.849.838.615;-1.214.788.756
3.854.904.531;-1.214.648.791
3.855.502.121;-1.214.102.219
384.748.515;-1.214.196.758
3.858.165.673;-1.214.905.778
385.448.578;-1.214.560.574
385.766.684;-121.487.703
3.857.227.839;-1.214.192.296
3.845.090.003;-1.214.411.429
3.846.716.553;-1.214.196.649
3.861.421.301;-1.214.925.571
384.748.515;-1.214.196.758
384.748.515;-1.214.196.758
3.850.632.179;-1.214.333.041
384.748.515;-1.214.196.758
3.857.182.945;-1.214.894.307
3.851.787.398;-1.214.361.099
3.848.149.132;-1.214.724.244
3.850.575.492;-1.214.364.293
3.857.161.193;-1.214.667.631
3.853.124.355;-1.214.935.943
3.854.929.974;-1.213.882.189
3.848.383.794;-1.214.806.587
3.857.217.417;-1.214.935.172
3.858.006.128;-1.214.825.153
3.847.708.652;-1.214.229.307
3.853.908.574;-121.479.928
3.862.715.506;-1.215.270.605
3.848.124.245;-1.215.408.716
3.856.975.838;-1.214.849.475
3.863.028.592;-1.214.921.486
3.854.325.918;-1.214.659.749
3.852.199.137;-1.214.990.149
385.057.826;-1.214.359.118
3.854.213.786;-1.214.598.507
3.860.826.775;-1.214.608.861
3.854.057.916;-1.214.571.284
3.861.335.197;-1.214.872.155
3.847.421.612;-12.142.717
3.851.461.765;-1.214.239.241
3.853.572.042;-1.214.447.335
3.861.195.044;-121.502.068
3.854.847.637;-1.214.683.381
3.852.718.667;-1.214.712.477
3.861.038.295;-1.214.546.092
3.850.854.126;-1.214.894.813
3.843.922.779;-1.214.190.329
3.859.800.846;-1.214.237.298
385.688.053;-1.214.031.406
3.852.274.391;-1.214.749.018
3.851.029.065;-1.214.180.143
3.866.835.409;-1.215.215.017
3.861.041.617;-1.214.223.802
3.864.756.239;-121.452.735
3.859.613.108;-1.214.316.807
3.858.682.254;-1.214.932.417
3.851.637.084;-1.214.347.587
384.999.899;-1.215.418.098
3.852.506.274;-1.214.091.236
3.856.130.403;-1.214.113.171
3.848.368.063;-1.214.891.105
3.861.607.415;-1.214.818.759
3.855.269.382;-1.214.274.073
3.867.987.056;-1.215.025.952
3.850.710.344;-12.151.329
3.864.749.419;-1.214.430.328
3.850.710.633;-1.214.259.032
3.849.407.763;-1.214.673.944
386.389.926;-1.214.447.167
3.848.140.918;-1.214.933.503
38.626.632;-1.214.325.857
3.862.541.828;-121.433.145
3.852.718.667;-1.214.712.477
3.862.541.828;-121.433.145
3.860.930.232;-1.214.461.973
3.855.050.416;-1.214.070.072
3.847.193.989;-1.214.294.237
3.863.008.563;-1.214.313.085
3.861.021.151;-1.214.514.503
3.864.317.482;-121.425.595
3.851.610.082;-1.214.152.408
3.852.903.211;-1.214.647.145
386.836.334;-1.215.373.039
3.848.789.589;-1.214.636.952
3.848.046.885;-1.214.550.456
3.855.255.786;-1.215.044.547
3.858.207.989;-1.215.000.936
3.861.112.661;-1.214.487.064
386.206.848;-121.510.985
3.853.312.798;-1.214.734.551
3.854.454.492;-1.214.566.752
3.865.550.746;-1.215.556.894
3.862.031.333;-1.214.364.722
3.853.218.208;-1.214.953.461
3.857.381.016;-1.214.736.865
384.756.653;-1.214.866.458
3.864.011.428;-1.214.291.698
384.756.653;-1.214.866.458
385.906.691;-121.481.959
3.857.315.943;-1.214.865.389
3.855.544.996;-1.214.498.884
3.860.154.457;-12.142.747
3.859.803.885;-1.214.259.795
38.482.495;-1.214.757.532
3.847.157.245;-121.429.528
3.864.444.404;-1.214.576.293
3.863.737.093;-1.214.495.678
3.861.564.793;-1.214.427.075
3.852.497.346;-1.214.425.904
3.845.718.227;-1.214.133.413
3.848.140.918;-1.214.933.503
3.854.471.974;-1.214.564.781
3.856.833.498;-1.214.671.338
3.857.970.173;-1.214.277.082
3.848.784.967;-1.214.986.814
3.847.267.772;-1.214.370.954
3.843.908.972;-1.214.129.032
3.856.148.913;-1.214.403.257
3.863.312.517;-1.214.312.633
3.864.074.857;-1.214.291.647
3.861.564.793;-1.214.427.075
38.575.947;-1.214.817.091
3.861.564.793;-1.214.427.075
3.847.431.447;-1.214.348.784
3.863.248.017;-1.214.164.146
3.858.197.259;-1.214.994.087
3.864.145.221;-1.214.399.954
3.853.106.486;-1.214.462.065
3.863.466.859;-1.214.301.867
3.859.513.553;-1.214.280.253
3.862.404.517;-1.214.359.282
3.856.940.229;-1.214.711.377
3.848.054.957;-1.214.664.647
3.863.279.391;-121.425.346
3.856.263.789;-1.214.818.128
384.411.728;-1.214.116.082
3.856.073.073;-1.215.091.926
3.856.859.703;-1.214.819.129
3.862.541.828;-121.433.145
3.863.647.881;-1.214.297.591
386.274.483;-1.215.084.533
3.856.307.815;-121.505.882
3.856.055.178;-121.455.665
3.863.862.878;-1.213.815.598
38.525.812;-1.215.173.431
385.738.419;-1.214.692.124
3.860.668.493;-1.214.600.477
3.846.971.274;-121.450.353
3.862.879.718;-1.214.317.459
3.862.879.718;-1.214.317.459
3.847.620.226;-1.214.982.461
3.855.199.422;-1.214.960.208
3.862.700.562;-1.215.115.613
3.857.550.673;-1.215.021.475
3.853.157.904;-121.407.542
3.862.278.626;-1.214.356.686
3.855.777.986;-1.215.120.281
385.590.559;-1.215.111.836
3.850.576.856;-1.214.181.141
3.863.393.225;-1.214.306.582
3.862.013.416;-1.214.207.473
3.862.130.809;-1.214.360.584
3.847.390.968;-1.214.425.627
3.858.203.886;-1.215.046.032
3.855.096.189;-1.214.702.323
3.844.801.831;-1.214.352.434
3.847.087.617;-1.214.297.711
3.853.851.829;-1.214.283.286
3.861.843.224;-1.214.370.121
3.862.259.183;-1.214.859.274
3.861.363.201;-1.214.460.587
3.848.899.394;-1.215.251.663
3.857.991.197;-1.214.966.071
3.850.713.141;-1.214.243.199
3.848.823.968;-1.214.806.581
3.848.934.244;-1.214.859.396
3.862.863.462;-1.214.412.303
3.852.615.247;-1.213.884.382
3.861.564.793;-1.214.427.075
3.844.613.053;-1.214.097.064
3.858.373.458;-121.486.043
3.863.862.878;-1.213.815.598
3.852.474.322;-1.215.238.205
3.850.773.512;-1.214.762.318
386.247.477;-1.214.307.875
3.856.268.259;-1.214.918.953
3.856.536.191;-1.214.090.347
3.863.292.418;-1.214.305.962
3.854.818.818;-1.213.940.644
3.861.564.793;-1.214.427.075
3.861.675.238;-121.501.905
3.865.024.515;-1.215.091.329
3.849.575.914;-1.214.827.348
3.863.715.334;-1.213.829.415
3.854.276.722;-1.214.535.315
3.855.317.669;-1.214.882.773
3.856.623.766;-1.214.854.695
3.861.112.661;-1.214.487.064
3.864.011.428;-1.214.291.698
3.860.880.668;-1.214.528.434
3.856.201.402;-1.214.972.545
3.851.698.304;-121.421.399
3.848.072.279;-121.487.144
3.860.407.552;-1.214.634.269
3.853.527.057;-1.214.933.036
3.853.499.467;-1.214.101.636
3.844.383.839;-1.214.245.504
384.702.938;-1.214.347.565
3.851.491.299;-1.214.320.057
3.858.079.457;-1.214.918.433
3.862.352.342;-1.214.280.845
3.861.401.423;-1.215.300.525
3.858.615.671;-1.214.879.497
3.847.849.643;-1.214.854.238
3.849.549.964;-1.215.121.112
3.851.828.144;-1.214.363.269
3.863.069.377;-1.214.912.285
3.862.732.227;-1.214.464.214
3.860.154.457;-12.142.747
3.854.016.571;-121.500.048
3.854.619.323;-1.214.813.727
3.864.004.786;-1.214.408.887
386.270.814;-1.214.984.478
3.861.465.862;-1.214.921.059
3.860.956.898;-1.214.968.142
3.856.321.928;-1.214.984.736
3.848.616.681;-1.214.638.829
3.855.464.254;-1.214.722.717
3.861.812.954;-121.459.947
3.858.357.633;-1.214.893.746
384.726.202;-1.214.237.492
3.860.870.001;-1.214.767.011
3.852.933.607;-1.214.735.075
3.854.911.008;-1.214.718.056
3.864.450.436;-1.214.511.933
3.855.426.465;-1.214.665.115
3.848.136.888;-1.214.966.972
3.848.136.888;-1.214.966.972
3.853.881.527;-121.479.014
3.865.599.922;-1.215.120.524
3.856.326.638;-121.465.437
3.861.154.684;-1.214.802.044
3.844.511.463;-1.214.194.843
3.846.257.018;-1.214.394.172
3.853.809.209;-1.214.691.287
3.862.848.932;-1.215.236.456
3.855.468.143;-1.214.711.664
3.862.906.044;-1.214.863.638
3.854.783.739;-1.214.243.203
3.865.731.154;-1.215.119.979
3.847.390.737;-1.214.420.842
3.861.312.045;-1.214.639.783
3.857.993.959;-121.482.936
3.853.519;-1.214.091.587
3.867.801.954;-1.214.936.544
3.861.354.404;-121.501.014
3.862.514.818;-1.214.940.089
3.863.573.789;-121.442.841
3.858.029.426;-1.214.842.662
3.847.994.748;-1.214.311.763
3.856.312.416;-1.214.739.507
3.851.876.369;-1.215.128.785
3.851.052.171;-1.214.274.484
3.854.394.982;-121.466.281
384.689.635;-1.214.211.836
3.866.183.536;-1.215.077.537
3.860.468.382;-1.214.315.006
3.854.783.739;-1.214.243.203
3.844.408.174;-1.214.232.391
3.845.300.832;-1.214.398.868
3.856.263.065;-1.214.765.423
3.855.125.471;-1.214.071.828
3.865.588.957;-1.215.219.811
3.852.796.591;-1.214.367.887
3.861.737.298;-1.215.089.847
3.862.649.659;-1.214.971.988
3.846.353.269;-1.214.196.769
3.854.233.994;-1.214.399.759
385.298.745;-1.215.059.335
3.855.729.053;-1.214.889.962
3.856.317.157;-1.214.838.724
3.852.935.875;-1.214.471.706
3.853.065.491;-1.215.184.395
3.853.627.316;-121.434.692
3.852.187.978;-1.215.127.489
3.863.056.637;-1.214.386.701
3.847.211.319;-1.214.521.928
3.848.797.175;-1.215.475.886
3.860.996.158;-1.214.936.477
3.856.522.094;-1.214.489.247
3.865.798.545;-121.541.883
384.909.248;-1.215.361.031
3.859.049.989;-1.214.858.893
3.855.706.875;-1.214.149.051
3.850.595.853;-1.214.342.645
3.853.259.228;-1.214.200.034
3.858.451.688;-1.214.897.002
385.790.575;-1.214.809.519
3.848.094.352;-1.214.417.288
3.844.863.716;-1.214.354.515
3.845.370.726;-1.214.390.572
385.766.684;-121.487.703
3.865.735.092;-1.215.102.676
3.866.739.173;-121.495.299
3.847.216.444;-1.214.382.695
385.154.256;-1.215.196.746
3.856.764.212;-1.214.808.391
3.861.853.144;-1.214.542.983
3.857.476.286;-1.214.958.669
3.857.001.413;-121.466.838
3.851.767.414;-1.214.184.854
3.863.365.507;-121.500.334
3.863.307.512;-1.214.926.223
3.864.379.236;-1.214.481.351
3.863.398.247;-1.214.398.335
3.853.127.512;-1.214.742.028
3.846.990.907;-1.214.483.361
3.864.379.236;-1.214.481.351
3.844.809.977;-1.214.272.467
3.857.110.778;-1.214.557.908
3.856.841.979;-1.214.061.343
3.863.475.409;-1.214.347.477
3.848.507.025;-1.215.010.974
3.856.148.913;-1.214.403.257
3.852.199.137;-1.214.990.149
385.514.883;-1.214.380.403
3.858.376.783;-1.214.892.123
3.862.032.474;-1.214.867.838
3.845.400.615;-121.428.879
3.862.071.088;-12.145.998
3.861.364.029;-1.214.369.555
3.863.199.179;-1.214.732.289
3.846.447.974;-1.214.563.236
3.855.004.952;-1.214.883.801
3.863.022.952;-121.463.195
3.864.733.599;-1.214.291.435
3.848.401.564;-1.214.891.116
3.865.602.893;-1.214.646.676
3.865.733.301;-1.214.952.127
3.854.100.057;-1.214.458.147
3.853.953.965;-1.214.746.419
3.865.369.344;-1.214.326.189
3.863.610.422;-1.214.575.422
3.853.157.904;-121.407.542
3.859.124.596;-1.214.832.354
3.852.487.561;-1.214.836.319
3.844.386.605;-1.214.120.435
3.859.891.162;-1.214.258.885
3.861.547.541;-1.215.089.523
3.853.737.362;-1.214.832.933
3.851.749.164;-1.214.090.255
3.863.862.878;-1.213.815.598
3.853.696.024;-1.214.829.606
3.854.016.571;-121.500.048
3.852.716.098;-1.215.155.442
3.853.627.722;-1.214.745.855
3.863.831.524;-1.214.524.033
3.858.062.786;-1.215.014.996
3.863.748.393;-1.214.320.162
3.846.691.818;-1.214.499.484
3.858.245.363;-1.215.052.755
3.844.063.532;-12.141.229
3.855.309.324;-1.214.366.149
3.849.406.933;-121.495.549
3.863.585.275;-1.215.031.054
3.863.623.413;-121.418.649
3.863.533.654;-1.214.387.656
3.862.694.709;-1.214.472.084
3.856.342.315;-1.214.867.244
38.484.472;-1.215.320.507
3.845.879.792;-1.214.250.202
3.861.164.049;-1.215.379.286
3.852.472.132;-1.214.132.581
3.852.547.643;-1.214.084.001
3.855.497.273;-1.214.797.003
3.848.934.244;-1.214.859.396
38.606.174;-121.464.146
3.849.502.927;-1.214.847.037
3.858.270.622;-1.214.976.159
3.861.642.852;-1.214.497.539
3.857.633.475;-1.214.812.236
3.852.859.553;-1.215.016.007
3.850.675.753;-1.214.122.246
3.848.745.321;-1.214.859.358
3.863.402.001;-1.214.430.645
3.862.968.232;-121.446.116
3.853.748.322;-1.214.645.183
385.425.266;-121.504.374
3.852.497.346;-1.214.425.904
3.858.243.257;-1.214.890.469
3.856.572.433;-1.214.757.152
3.861.747.853;-1.214.706.061
3.856.148.913;-1.214.403.257
3.853.744.558;-1.214.718.639
3.848.078.458;-1.214.573.698
3.863.610.422;-1.214.575.422
3.852.563.317;-1.214.421.623
385.752.348;-1.214.790.384
3.860.034.763;-1.214.286.413
3.849.923.025;-1.215.469.337
3.851.181.739;-1.214.402.677
3.865.799;-1.215.004.471
3.858.396.965;-1.214.888.995
3.855.169.404;-121.464.048
3.863.610.422;-1.214.575.422
3.864.299.789;-1.215.194.346
38.582.786;-1.215.027.369
3.858.196.942;-1.214.679.136
3.856.389.477;-1.214.779.775
3.859.308.341;-1.214.864.165
3.861.199.425;-1.214.244.182
3.865.798.793;-1.215.006.047
3.858.062.786;-1.215.014.996
3.863.293.804;-1.214.939.291
3.854.888.073;-1.214.063.599
3.862.229.397;-1.214.550.081
3.851.374.661;-1.214.775.822
3.852.862.804;-1.214.256.917
3.864.628.124;-1.214.553.219
3.851.426.513;-1.215.101.062
3.858.615.671;-1.214.879.497
3.851.056.884;-1.215.470.994
385.379.356;-121.427.662
3.851.846.135;-121.421.048
3.847.731.868;-1.214.270.962
3.849.478.793;-1.214.792.548
3.851.058.143;-1.214.328.824
3.848.709.291;-1.214.772.322
3.853.544.489;-1.214.451.097
3.859.049.989;-1.214.858.893
384.801.723;-1.214.837.664
3.853.555.705;-1.215.153.055
3.854.539.286;-1.214.618.436
3.862.011.633;-1.214.893.334
3.863.486.377;-1.214.213.663
3.856.673.694;-1.215.023.171
386.348.368;-1.214.427.536
3.863.031.252;-1.214.327.805
3.856.342.471;-1.214.436.785
3.854.146.972;-1.214.254.625
3.855.735.796;-1.214.764.341
3.857.188.611;-1.214.648.897
385.490.874;-1.213.870.109
3.860.880.668;-1.214.528.434
386.060.748;-1.214.569.973
3.853.720.874;-1.214.190.115
3.857.201.606;-1.214.692.575
385.609.783;-1.214.877.457
3.858.239.537;-1.214.974.852
3.857.514.018;-1.214.879.903
3.846.971.274;-121.450.353
3.860.613.913;-121.455.492
3.849.171.786;-1.215.218.221
3.849.171.786;-1.215.218.221
3.855.827.881;-1.214.766.477
385.813.034;-1.215.047.063
3.850.901.528;-1.215.423.774
3.849.466.185;-1.215.212.433
385.128.419;-1.213.805.279
385.535.955;-1.215.108.328
3.847.650.897;-1.214.271.656
385.448.578;-1.214.560.574
3.852.084.905;-1.214.120.841
3.862.680.826;-1.215.096.933
3.846.541.304;-1.214.272.581
3.863.020.663;-1.214.959.999
3.852.940.564;-1.214.725.037
3.865.599.922;-1.215.120.524
3.857.015.733;-1.214.693.168
3.862.296.938;-1.214.806.917
3.865.798.545;-121.541.883
3.847.295.223;-1.214.281.268
3.862.584.659;-1.214.898.419
3.857.216.608;-1.214.672.451
3.863.715.334;-1.213.829.415
3.862.379.772;-1.214.415.307
3.847.521.595;-1.214.217.163
3.866.258.951;-1.214.935.049
3.848.651.138;-1.215.184.681
3.856.684.956;-1.214.707.544
385.149.777;-1.214.351.262
3.859.214.104;-1.214.894.043
3.852.478.964;-121.370.871
384.967.273;-1.214.703.481
385.242.556;-1.214.107.732
3.853.297.648;-1.214.703.448
3.848.740.985;-1.214.811.463
3.852.497.346;-1.214.425.904
3.847.177.154;-1.214.484.859
3.855.549.156;-1.214.109.174
3.860.130.769;-1.214.652.253
3.857.188.611;-1.214.648.897
3.861.223.942;-1.214.939.815
3.849.097.097;-1.214.947.044
3.850.457.486;-1.214.787.326
3.847.531.506;-1.214.487.485
