latitude;longitude
3.853.514.629;-1.214.937.694
3.854.983.935;-1.214.144.993
3.855.199.422;-1.214.960.208
3.860.687.102;-1.214.278.856
3.859.723.293;-1.215.022.303
3.857.122.973;-1.214.566.154
3.849.793.266;-1.215.076.046
3.853.366.299;-1.214.739.615
3.863.020.663;-1.214.959.999
3.851.135.897;-1.214.431.441
3.849.324.791;-1.215.219.586
386.308.137;-1.214.308.301
3.848.934.244;-1.214.859.396
3.864.202.003;-1.214.308.562
3.852.531.996;-1.214.513.126
3.848.934.244;-1.214.859.396
3.853.364.422;-1.214.728.534
3.849.407.763;-1.214.673.944
3.856.090.952;-1.214.852.422
3.847.995.982;-1.214.847.635
3.865.847.399;-1.215.161.468
385.488.551;-1.214.908.853
3.849.407.763;-1.214.673.944
3.862.521.129;-1.214.251.306
3.847.972.466;-1.214.603.052
3.860.244.653;-1.214.271.758
3.862.215.314;-121.446.157
3.856.738.175;-1.214.340.748
3.857.899.998;-1.215.073.808
3.855.040.844;-121.467.509
3.854.857.652;-1.214.059.393
3.858.794.604;-1.214.809.362
3.862.029.669;-1.214.518.907
3.847.431.447;-1.214.348.784
3.856.053.898;-1.214.883.749
3.854.519.279;-1.214.548.871
3.852.862.804;-1.214.256.917
3.854.131.886;-1.214.188.976
3.850.615.678;-1.213.859.186
3.852.659.579;-1.214.516.733
3.858.464.151;-1.214.868.341
3.854.146.972;-1.214.254.625
3.854.146.972;-1.214.254.625
3.860.814.196;-1.214.217.162
3.855.630.084;-1.214.662.305
3.850.770.592;-1.214.233.403
3.846.689.445;-1.214.170.895
3.846.689.445;-1.214.170.895
3.846.689.445;-1.214.170.895
3.861.551.678;-1.214.874.449
3.865.479.391;-1.214.689.877
3.855.971.842;-1.214.922.242
3.853.218.208;-1.214.953.461
3.857.763.638;-121.492.387
3.861.996.363;-1.214.436.574
3.854.456.589;-1.214.647.099
3.862.864.136;-1.214.878.406
3.854.923.149;-1.214.547.618
3.857.966.477;-1.214.984.909
3.860.167.619;-1.214.641.553
3.848.437.601;-1.214.751.559
3.849.152.941;-1.214.591.154
3.862.037.723;-1.214.371.893
3.857.749.764;-1.214.646.342
385.791.674;-1.214.984.069
3.856.321.928;-1.214.984.736
3.849.046.124;-1.214.776.303
3.861.463.322;-1.214.913.256
3.846.719.286;-1.214.262.414
3.858.428.687;-1.214.855.038
3.851.385.568;-1.215.292.089
386.557.853;-1.214.559.846
3.854.957.241;-1.214.427.445
385.346.545;-1.214.417.772
385.732.988;-1.214.135.687
3.860.154.457;-12.142.747
385.248.104;-121.483.171
3.854.742.956;-1.214.442.473
3.853.015.852;-1.214.149.264
3.847.158.269;-1.214.372.193
3.852.935.875;-1.214.471.706
3.854.165.651;-1.214.751.893
386.061.587;-1.214.590.823
3.850.125.193;-1.214.122.314
3.862.725.615;-1.214.944.315
385.481.069;-1.214.429.168
3.853.117.557;-1.214.692.395
3.846.791.712;-1.214.322.221
3.847.425.283;-1.214.368.769
3.861.084.673;-1.214.533.842
384.497.213;-1.214.258.719
385.566.387;-1.214.597.445
3.860.944.135;-1.214.754.743
3.851.467.138;-1.215.179.147
3.856.880.953;-1.214.676.235
3.857.846.394;-1.214.957.638
3.857.452.108;-121.502.819
3.858.113.261;-1.214.680.667
3.857.907.501;-1.214.805.705
3.861.134.232;-1.215.300.211
3.853.450.711;-1.214.681.974
3.862.203.999;-1.214.755.356
3.860.175.345;-1.214.236.331
3.858.651.132;-1.214.892.801
3.858.164.544;-1.214.936.388
384.640.813;-1.214.407.255
3.852.201.739;-1.213.710.876
3.847.431.969;-1.214.359.472
3.857.411.211;-121.415.297
3.861.471.716;-1.214.967.114
3.861.035.378;-1.214.960.597
3.857.203.923;-1.214.749.413
3.844.559.073;-1.214.408.562
3.849.220.786;-1.214.807.236
3.857.007.662;-1.214.886.003
3.849.727.073;-1.214.830.313
3.845.718.227;-1.214.133.413
3.848.440.531;-121.442.121
3.861.483.626;-1.214.458.043
3.861.250.178;-12.145.439
3.856.675.336;-1.214.978.541
3.854.445.478;-1.214.608.856
3.855.513.128;-1.214.728.661
3.858.370.044;-1.215.008.344
3.862.729.294;-1.214.641.272
3.855.093.059;-1.214.658.126
3.854.775.932;-1.214.652.804
3.849.335.086;-1.215.468.452
3.857.856.783;-121.468.649
3.852.506.613;-1.214.217.494
3.857.899.998;-1.215.073.808
3.858.033.768;-1.214.853.853
3.853.714.433;-1.214.762.678
3.862.816.341;-1.214.991.088
3.859.891.162;-1.214.258.885
3.862.108.959;-1.214.234.663
3.848.093.723;-1.214.630.104
3.860.505.944;-121.475.608
3.860.108.154;-121.456.171
3.848.269.052;-1.215.013.272
3.862.149.711;-1.214.404.952
3.867.598.139;-121.510.115
3.855.167.203;-1.214.279.016
3.857.046.834;-1.214.448.793
3.844.549.208;-1.214.386.328
386.312.171;-1.214.829.071
3.865.357.208;-1.215.095.127
3.862.825.953;-1.215.093.788
3.854.838.986;-1.215.077.495
3.855.163.345;-1.214.796.512
3.859.747.522;-121.440.988
386.715.134;-1.215.055.012
3.849.596.852;-1.214.653.782
3.865.478.362;-1.214.625.863
3.856.838.809;-1.214.911.412
3.848.245.049;-1.214.708.033
3.852.517.945;-1.214.443.121
3.856.354.361;-1.214.330.944
3.862.975.579;-1.214.815.734
3.861.475.827;-1.214.507.608
386.374.478;-1.213.846.125
386.374.478;-1.213.846.125
3.863.636.742;-1.214.609.852
3.859.691.428;-1.214.379.938
3.844.430.924;-1.214.303.531
3.856.812.665;-1.214.768.448
3.863.378.913;-1.215.317.706
3.846.423.481;-121.426.108
3.866.325.547;-1.215.085.109
3.847.620.226;-1.214.982.461
3.858.036.374;-1.214.603.519
3.858.026.647;-1.214.979.339
3.855.426.406;-1.214.546.045
3.858.166.174;-1.214.861.209
3.853.893.426;-1.214.336.255
3.861.294.057;-1.214.461.725
3.861.670.153;-1.214.523.173
3.854.526.568;-1.214.587.152
3.855.911.758;-1.214.830.379
3.863.827.531;-1.214.491.932
3.851.063.877;-1.214.912.627
3.863.887.064;-1.214.308.988
385.766.684;-121.487.703
3.854.455.538;-1.214.606.716
3.848.819.542;-1.214.679.029
3.857.905.171;-1.214.976.906
3.865.357.208;-1.215.095.127
3.847.798.938;-1.215.369.556
386.197.799;-1.214.865.252
3.860.672.341;-1.214.755.923
3.861.292.222;-1.214.844.292
3.847.759.732;-1.214.944.916
385.735.211;-1.214.328.333
3.854.584.611;-1.214.872.809
3.854.402.942;-1.214.615.322
3.855.025.224;-1.214.675.766
3.855.824.526;-1.214.011.901
3.861.556.485;-1.214.529.281
3.849.658.669;-1.215.133.337
385.659.339;-121.456.264
3.848.151.147;-1.214.684.313
3.862.888.456;-1.215.039.766
3.862.980.557;-1.214.635.553
3.861.293.858;-12.143.778
3.856.766.855;-1.214.775.582
3.856.987.859;-1.214.910.186
3.857.101.937;-1.214.759.072
3.859.875.634;-1.214.211.729
3.851.271.225;-121.420.137
3.857.894.325;-1.214.654.979
3.848.107.476;-121.466.618
385.241.276;-1.214.437.086
3.856.880.953;-1.214.676.235
3.850.638.208;-121.421.083
3.849.575.914;-1.214.827.348
3.844.465.403;-1.214.301.095
3.862.373.194;-1.214.432.674
3.862.138.631;-1.215.145.574
3.859.682.949;-1.214.369.307
3.848.126.775;-121.505.075
3.855.456.463;-1.214.106.138
3.849.407.763;-1.214.673.944
3.853.941.555;-1.214.497.148
3.860.811.078;-1.214.543.396
3.859.540.732;-1.214.978.798
3.849.511.942;-1.214.760.448
38.594.323;-121.505.613
3.852.862.804;-1.214.256.917
3.855.211.647;-1.214.049.517
3.856.201.402;-1.214.972.545
3.862.795.861;-1.214.631.911
3.857.664.767;-12.146.491
3.866.619.701;-1.215.093.137
386.236.879;-1.214.671.856
3.861.783.155;-1.214.503.031
3.848.061.538;-121.458.178
3.857.609.128;-1.214.615.805
3.863.862.878;-1.213.815.598
3.858.026.647;-1.214.979.339
3.858.039.444;-1.214.833.315
3.850.071.721;-1.214.757.836
3.865.357.208;-1.215.095.127
3.861.912.195;-1.214.485.291
384.764.821;-1.214.994.563
3.854.041.688;-1.214.559.025
385.857.662;-1.214.878.161
3.852.433.302;-1.214.435.986
3.861.118.361;-1.214.679.405
3.850.557.133;-1.214.331.388
3.851.153.512;-1.214.915.289
3.854.681.762;-121.464.721
3.852.439.535;-1.214.428.571
3.858.814.554;-1.214.819.494
3.860.154.457;-12.142.747
3.854.159.853;-1.214.456.772
3.864.844.939;-1.214.418.103
3.849.024.257;-1.215.216.468
385.382.684;-1.214.621.176
3.855.076.075;-121.488.389
3.847.425.283;-1.214.368.769
3.846.817.048;-1.214.191.049
3.863.860.717;-1.214.549.149
3.863.647.881;-1.214.297.591
3.854.454.492;-1.214.566.752
386.017.616;-1.214.258.271
3.851.275.848;-1.215.194.794
3.844.383.213;-1.214.293.793
3.861.508.987;-1.214.517.802
3.854.049.185;-1.214.763.166
3.851.154.968;-1.214.101.581
384.706.931;-1.214.271.773
3.863.659.439;-1.214.763.493
3.864.619.279;-1.214.587.154
3.848.306.838;-1.214.774.573
3.854.247.278;-1.214.334.191
3.860.154.457;-12.142.747
3.850.842.529;-1.214.266.405
3.866.741.163;-1.215.134.383
3.857.037.029;-1.214.885.667
3.847.271.413;-1.214.372.418
3.850.452.322;-1.215.083.244
3.853.608.736;-1.214.298.444
3.853.944.383;-1.214.639.267
386.253.156;-1.214.273.421
3.854.976.507;-1.214.703.216
3.860.032.506;-1.214.301.916
3.854.426.891;-1.214.077.024
3.861.284.511;-1.214.752.077
3.846.577.952;-12.145.711
3.848.119.903;-1.214.620.303
3.846.025.246;-121.442.795
3.863.833.091;-1.214.328.287
3.860.154.457;-12.142.747
3.865.941.872;-1.215.096.441
3.849.372.331;-1.215.247.086
3.856.623.766;-1.214.854.695
3.865.407.136;-1.215.048.798
3.856.018.718;-1.214.870.624
385.249.316;-1.214.476.033
3.861.812.954;-121.459.947
3.855.443.686;-1.214.278.339
3.863.862.878;-1.213.815.598
3.847.909.126;-121.458.738
3.854.963.467;-1.214.652.524
384.814.126;-121.491.628
3.850.708.722;-1.214.348.462
3.855.624.717;-1.214.700.882
3.856.779.465;-1.215.062.865
3.862.234.262;-1.214.432.958
3.852.073.319;-1.214.109.001
3.867.486.404;-1.214.954.458
3.853.085.892;-1.214.960.651
384.814.126;-121.491.628
3.856.363.012;-1.215.046.051
3.848.719.669;-1.214.580.233
3.848.161.867;-1.215.023.861
386.017.616;-1.214.258.271
3.851.719.838;-1.215.141.544
3.851.790.104;-1.214.117.693
3.860.873.755;-1.215.262.517
3.857.238.808;-1.214.683.488
3.861.202.895;-1.214.531.127
3.857.274.295;-1.214.696.858
3.866.889.839;-1.215.052.917
3.852.497.346;-1.214.425.904
3.859.679.019;-1.215.014.426
385.176.373;-1.214.382.578
3.857.310.333;-1.214.710.298
3.856.159.185;-1.214.923.822
3.857.598.179;-1.214.772.314
3.857.772.224;-1.214.906.793
3.862.717.997;-1.214.760.509
3.863.787.804;-1.214.705.911
3.850.501.284;-1.214.351.666
3.848.142.174;-1.214.868.595
3.865.333.642;-1.215.363.135
3.844.520.109;-1.214.257.964
3.851.003.423;-1.214.243.909
3.860.240.036;-1.214.295.032
3.856.617.746;-1.214.625.542
3.862.098.272;-1.214.990.928
3.859.851.693;-1.214.249.294
384.635.908;-1.214.432.125
3.860.888.221;-1.215.220.302
3.848.372.724;-121.455.405
3.855.582.667;-1.214.766.447
3.863.284.197;-1.214.569.404
3.853.169.451;-1.214.412.375
3.854.990.015;-1.214.662.539
3.865.717.154;-1.214.576.445
3.849.276.847;-1.214.863.552
385.074.393;-1.214.216.371
3.855.981.942;-1.214.257.169
3.855.949.214;-1.214.367.882
3.863.387.829;-121.500.518
3.855.137.298;-1.214.061.503
3.864.598.304;-1.214.561.435
3.845.768.744;-1.214.176.675
3.858.203.886;-1.215.046.032
3.853.230.306;-1.214.275.429
386.226.827;-1.214.737.527
3.852.545.833;-1.214.709.983
3.862.379.897;-1.215.052.301
3.856.365.214;-1.213.860.079
3.845.768.744;-1.214.176.675
3.856.023.256;-1.214.923.709
385.370.682;-1.214.668.149
3.857.676.186;-1.214.664.482
3.850.534.592;-1.214.121.873
3.853.405.028;-1.214.776.224
3.863.656.065;-1.215.100.674
386.427.604;-1.214.228.743
3.854.189.707;-1.214.773.762
3.854.826.969;-1.214.278.799
3.854.590.243;-1.214.574.761
385.732.988;-1.214.135.687
385.410.297;-1.214.410.246
3.857.891.009;-1.214.780.915
3.856.737.967;-1.214.786.515
3.858.535.847;-1.214.868.954
385.149.777;-1.214.351.262
3.861.842.097;-1.214.835.074
3.855.924.745;-1.214.875.413
3.857.306.779;-1.214.550.798
3.865.568.296;-1.215.436.137
3.851.427.486;-1.215.276.299
3.854.504.586;-1.214.820.839
3.858.047.622;-1.214.795.213
3.853.249.542;-1.215.199.373
3.855.402.191;-1.214.277.708
3.858.198.348;-1.214.709.815
3.857.221.296;-1.214.954.827
3.860.873.755;-1.215.262.517
3.848.927.466;-1.214.917.258
3.852.145.848;-1.214.163.888
3.848.927.466;-1.214.917.258
3.856.746.233;-1.215.005.108
3.856.914.993;-1.214.066.144
3.860.058.081;-1.214.308.265
386.252.419;-1.214.737.513
3.855.700.746;-1.214.676.206
3.861.989.556;-1.214.934.617
3.857.195.861;-1.214.621.644
3.849.225.256;-1.214.778.443
386.698.014;-1.214.943.818
3.851.698.361;-1.214.331.601
3.862.445.802;-1.214.515.682
3.862.275.189;-1.214.642.874
3.848.500.037;-1.214.747.775
3.860.933.262;-1.214.948.736
3.855.720.151;-1.214.758.443
3.854.106.323;-12.147.576
3.857.950.174;-1.214.545.409
3.861.138.598;-1.214.472.415
385.393.455;-1.214.664.168
3.847.620.565;-1.215.164.382
3.847.927.911;-1.214.292.813
3.858.370.044;-1.215.008.344
3.859.818.409;-1.214.326.056
3.857.253.205;-1.214.656.229
3.861.266.409;-1.214.988.152
3.851.721.654;-1.214.398.269
3.866.259.811;-1.215.095.521
3.861.284.481;-1.215.050.821
3.854.120.868;-1.214.703.152
3.853.337.899;-1.214.694.958
3.863.751.254;-1.214.059.613
386.231.314;-1.214.573.294
3.857.492.438;-1.214.687.391
3.852.903.833;-1.214.672.524
3.857.642.774;-1.214.848.294
3.858.472.227;-1.214.858.505
3.860.969.712;-1.215.218.778
3.857.578.291;-1.214.788
3.853.881.527;-121.479.014
3.864.316.291;-1.214.745.819
3.852.961.332;-1.215.155.975
3.864.742.572;-1.214.546.163
3.854.726.509;-1.214.552.803
3.868.221.008;-1.214.981.332
3.856.641.822;-1.214.828.556
3.848.111.328;-121.479.896
3.851.114.789;-1.214.449.316
3.855.055.914;-1.214.698.297
3.860.993.872;-1.214.947.013
3.849.587.823;-1.215.443.344
3.854.029.357;-1.214.743.742
3.847.343.882;-1.214.572.928
3.850.878.308;-1.214.754.064
3.865.623.705;-1.214.401.384
3.864.317.482;-121.425.595
3.862.011.633;-1.214.893.334
3.860.088.271;-1.214.352.821
3.852.049.693;-1.215.182.564
3.845.814.178;-121.428.371
3.853.555.587;-1.214.957.557
3.863.589.608;-1.215.055.312
3.860.803.197;-1.214.735.004
385.676.925;-1.214.067.455
3.856.412.181;-121.417.918
3.860.921.393;-1.214.358.495
3.863.015.516;-1.214.259.204
3.864.420.903;-1.215.129.034
3.862.757.407;-1.215.383.574
3.853.366.299;-1.214.739.615
3.863.445.879;-121.448.687
3.848.285.946;-1.215.029.365
3.851.030.591;-1.214.787.921
3.851.911.369;-1.214.158.942
385.357.494;-1.214.966.878
3.861.273.956;-1.214.978.558
3.855.913.053;-1.214.785.789
385.235.828;-1.214.886.957
3.857.097.214;-1.214.905.456
3.849.071.157;-1.214.881.693
384.702.938;-1.214.347.565
386.597.047;-1.214.377.717
3.857.110.548;-1.214.018.971
3.867.841.269;-1.215.385.043
3.867.841.269;-1.215.385.043
3.867.841.269;-1.215.385.043
3.867.841.269;-1.215.385.043
3.846.002.107;-1.214.252.618
384.816.794;-1.214.898.585
3.855.197.203;-1.214.370.014
3.852.823.386;-1.214.456.482
3.863.548.679;-1.214.529.572
3.863.570.472;-1.214.537.502
3.862.911.104;-121.497.905
3.852.676.399;-1.214.965.275
3.849.079.493;-1.214.859.152
386.268.322;-1.214.461.521
3.854.146.374;-1.214.666.597
3.860.546.971;-1.214.293.772
3.857.463.591;-1.214.759.366
385.234.355;-1.214.340.596
3.848.746.096;-1.214.564.107
3.848.476.586;-1.214.967.571
3.863.026.551;-121.483.187
3.854.047.367;-1.214.557.168
3.853.085.892;-1.214.960.651
3.847.883.261;-1.214.356.566
3.857.057.941;-1.214.661.587
3.855.684.916;-1.214.525.249
3.862.350.787;-1.214.423.556
3.858.314.743;-1.214.974.099
3.858.203.886;-1.215.046.032
3.857.037.029;-1.214.885.667
3.852.698.794;-1.214.801.105
3.859.851.693;-1.214.249.294
3.852.542.198;-1.214.095.681
3.855.067.948;-1.214.661.397
3.861.112.011;-1.214.461.937
386.226.827;-1.214.737.527
3.855.706.875;-1.214.149.051
3.849.257.451;-1.214.618.223
3.854.322.621;-1.214.731.603
385.985.901;-1.214.286.169
3.850.892.288;-1.214.869.834
3.849.515.388;-121.460.842
3.856.791.951;-1.214.747.617
3.864.444.404;-1.214.576.293
385.857.673;-1.214.818.932
3.855.806.637;-1.214.715.924
3.847.427.504;-1.214.465.943
3.861.744.763;-1.215.195.823
3.863.143.251;-1.214.210.511
3.860.948.534;-1.214.229.406
3.856.722.108;-1.214.411.342
3.862.743.456;-1.214.457.869
385.732.988;-1.214.135.687
3.844.879.933;-1.214.445.499
3.849.043.917;-1.214.567.514
3.852.655.721;-1.215.014.052
3.849.114.533;-121.528.845
3.846.193.495;-1.214.197.563
3.847.184.425;-1.214.362.357
3.860.923.272;-1.214.564.308
3.860.527.526;-1.214.516.527
3.848.230.213;-1.214.530.858
3.859.851.693;-1.214.249.294
3.857.011.311;-1.214.770.995
3.856.924.317;-1.214.657.874
3.854.672.494;-1.214.467.668
3.861.112.465;-1.214.593.596
3.854.763.911;-1.214.672.009
3.866.259.811;-1.215.095.521
3.849.702.385;-1.215.273.701
3.855.137.298;-1.214.061.503
3.854.438.307;-121.461.998
3.851.759.447;-1.214.250.709
386.191.026;-1.215.069.707
3.861.112.009;-1.214.473.381
3.857.145.746;-1.215.017.385
3.861.062.598;-1.214.572.426
3.856.440.753;-1.214.790.335
386.308.389;-1.214.769.551
386.625.207;-1.215.252.532
3.851.382.995;-121.437.393
3.862.123.941;-1.214.837.565
3.864.130.735;-1.214.424.124
3.861.002.422;-1.215.017.595
3.848.440.531;-121.442.121
385.262.653;-1.214.986.703
3.863.528.307;-1.215.297.758
3.860.154.457;-12.142.747
3.854.106.323;-12.147.576
3.847.421.612;-12.142.717
3.857.488.007;-1.214.777.082
3.861.372.713;-1.214.211.494
3.853.640.731;-1.214.772.381
3.844.697.363;-1.214.178.456
3.863.393.529;-1.214.296.009
3.857.203.045;-1.214.670.118
3.853.362.535;-1.214.705.253
3.861.228.167;-1.214.935.963
3.852.497.346;-1.214.425.904
3.861.766.139;-1.215.038.482
3.847.334.964;-1.214.352.353
3.851.538.948;-1.215.255.605
3.852.394.358;-1.215.183.764
3.858.294.949;-1.214.467.727
3.857.664.767;-12.146.491
3.855.636.527;-1.214.380.753
3.850.442.058;-1.215.080.805
3.860.313.827;-1.214.497.795
3.856.683.909;-1.214.439.212
3.852.506.487;-1.214.214.978
3.853.124.355;-1.214.935.943
3.852.702.876;-1.215.076.416
386.270.814;-1.214.984.478
3.852.796.835;-121.512.945
3.849.928.135;-1.215.349.062
3.852.324.849;-121.522.261
3.857.894.325;-1.214.654.979
3.863.228.581;-1.214.303.283
3.854.082.732;-1.214.457.601
3.846.383.938;-1.214.195.068
3.856.833.498;-1.214.671.338
3.852.532.233;-1.214.431.889
3.861.214.382;-1.214.618.088
3.850.673.978;-1.214.184.906
3.861.112.011;-1.214.461.937
3.857.810.996;-1.214.852.125
3.856.723.092;-1.214.896.385
3.856.837.397;-1.214.879.409
3.852.578.019;-1.214.103.481
3.854.871.866;-1.214.566.539
3.860.955.023;-1.214.567.993
3.854.119.328;-1.214.663.645
3.854.031.312;-1.214.502.184
3.851.585.289;-1.214.383.522
3.849.563.049;-1.215.060.656
3.857.432.818;-1.214.722.695
3.862.717.997;-1.214.760.509
3.847.979.104;-1.214.875.664
3.863.651.514;-1.214.457.338
38.533.107;-1.214.939.831
3.858.316.799;-1.214.996.207
3.857.316.266;-1.215.049.307
3.848.973.627;-1.215.445.064
3.857.879.568;-1.214.662.476
385.923.559;-1.214.926.811
3.853.966.813;-121.476.938
385.288.337;-1.215.033.469
3.857.920.289;-121.493.943
3.854.016.571;-121.500.048
385.149.777;-1.214.351.262
3.849.502.052;-1.214.815.172
3.852.982.848;-1.214.529.838
3.857.411.211;-121.415.297
3.860.086.039;-1.214.329.623
3.844.849.277;-1.214.267.582
3.857.248.051;-1.214.097.872
3.866.476.972;-1.214.296.482
3.858.171.423;-1.214.987.178
3.855.385.441;-1.214.704.591
3.863.862.878;-1.213.815.598
3.849.819.435;-1.215.545.331
385.527.076;-121.469.478
3.862.744.262;-1.214.937.441
3.858.031.289;-1.214.934.629
3.857.995.276;-1.214.921.151
3.856.452.151;-1.214.714.677
3.866.239.611;-1.214.510.275
3.856.446.191;-1.214.550.616
3.861.547.198;-1.214.420.929
385.580.262;-1.214.778.666
3.858.355.816;-1.214.965.114
3.845.051.901;-1.214.294.795
3.851.690.753;-1.214.316.473
3.858.075.911;-1.214.801.454
3.861.975.319;-1.214.979.744
3.848.093.723;-1.214.630.104
3.861.890.556;-1.215.000.769
3.855.443.686;-1.214.278.339
3.858.173.099;-1.214.987.842
3.849.850.804;-1.214.809.433
3.854.611.863;-1.214.526.562
3.858.052.209;-1.214.986.248
3.855.591.735;-1.214.754.446
3.861.013.165;-1.214.954.943
3.858.320.363;-121.495.181
3.846.154.638;-1.214.167.524
3.849.580.633;-1.214.737.197
3.854.656.989;-1.214.234.424
3.851.181.739;-1.214.402.677
3.857.763.429;-1.215.020.207
3.858.207.989;-1.215.000.936
3.861.364.029;-1.214.369.555
3.855.196.871;-1.214.564.089
3.845.186.063;-1.214.370.847
3.847.504.015;-1.214.776.557
3.854.656.989;-1.214.234.424
3.847.427.092;-121.441.739
3.857.960.099;-1.214.907.988
3.844.971.731;-1.214.267.274
3.850.773.512;-1.214.762.318
3.845.400.615;-121.428.879
3.848.934.244;-1.214.859.396
3.863.020.663;-1.214.959.999
3.850.773.512;-1.214.762.318
3.845.400.615;-121.428.879
3.857.138.272;-1.214.840.508
3.863.650.214;-1.214.441.654
3.865.837.227;-1.215.018.592
386.075.117;-1.215.160.097
3.861.414.579;-121.420.306
3.852.343.733;-1.214.680.072
3.858.207.989;-1.215.000.936
386.144.673;-1.214.478.931
3.863.228.581;-1.214.303.283
3.854.116.339;-1.214.676.269
3.862.783.576;-1.214.200.407
3.857.360.894;-1.214.765.457
3.846.222.175;-1.214.321.661
3.860.343.939;-1.214.618.534
3.851.194.212;-1.214.063.559
3.858.137.649;-1.214.974.538
3.853.499.467;-1.214.101.636
386.186.885;-1.214.237.902
3.855.610.171;-1.214.629.553
3.854.392.319;-1.214.712.461
3.855.260.155;-1.214.411.123
3.862.142.182;-1.214.212.584
3.851.181.739;-1.214.402.677
3.861.982.027;-1.214.412.574
3.858.129.991;-1.214.825.623
3.867.696.928;-1.215.022.266
3.856.654.955;-1.214.790.738
3.852.477.943;-1.215.081.919
3.845.700.378;-1.214.281.322
3.848.115.128;-1.214.472.502
3.848.115.128;-1.214.472.502
3.858.026.647;-1.214.979.339
385.488.551;-1.214.908.853
3.855.477.924;-1.214.715.398
3.854.436.304;-121.467.166
386.017.616;-1.214.258.271
3.856.796.664;-1.214.852.542
3.858.029.569;-1.214.907.939
3.858.062.786;-1.215.014.996
3.857.495.865;-121.418.725
3.848.934.244;-1.214.859.396
3.854.700.614;-1.214.633.315
3.852.199.137;-1.214.990.149
384.600.104;-1.214.171.002
3.857.887.553;-1.214.789.523
3.848.849.997;-1.214.960.425
3.864.740.181;-1.214.347.279
3.861.428.854;-1.214.947.615
386.111.316;-1.214.573.227
3.865.470.747;-1.214.384.169
